Term,fdr,es,nes,pval,lead_genes
Regulation of Actin Filament-Based Process (GO:0032970),0.0,-0.5145660459424418,-2.308172524216582,0.0,PDGFRB;FAM107A;DAAM2;PDGFRA;RHOBTB1;EFNA5;RAPGEF3;ARHGAP18;RAC2;ARAP3;NEDD9;RNASE1;ABL2;SLC48A1;FSCN1;ABRACL;CSF1R;CORO2B;ARHGEF5;CNN2;EPHA5;ARAP1;TWF2;PRKCD;PTK2B;DHDDS;SH3BP1;BST2;OR2A4;ROCK2;ARHGAP17;NCOA3;ARHGEF19;TAOK1;ARAP2;CRK;HIP1R;RICTOR;NGEF;EPHA3;CAPN10;RALA;RND3;PGAP1;ARHGEF7;RHOG;ODAM
Response to Cytokine (GO:0034097),0.0,-0.4767739718835163,-2.3002994598599726,0.0,SP100;IL1R1;SERPINA3;MYD88;COL3A1;CXCL16;OSMR;PID1;SHFL;CHI3L1;TIMP1;TIMP3;TRIM56;IFNAR2;AFF3;IFITM1;UBD;XAF1;CASP8;LAMP3;SMPD1;MX1;LGALS9;HDAC4;POU4F1;LDLRAP1;JAK3;MX2;CSF1R;SRC;PML;TIMP2;ADAM9;RIPK1;KLHL20;NUB1;CD274;MAP4K3;ADAR;IKBKE;MCL1;TIMP4;BCL2L1;TRIM21;PLSCR1;BCL2;IFITM3;EIF2AK2;BST2;IRAK3;SELENOP;NFAT5;KYNU;IL1B;IL6ST
Negative Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),0.0,-0.5336467710504806,-2.2959872501724012,0.0,FBN1;EMILIN1;ENG;LRRC32;MECOM;FBN2;IL17RD;SMAD6;ASPN;BMP2;SLC2A10;OGT;PMEPA1;FAM89B;SPRED1;SPRY1;SPRED2;LTBP1;LDLRAD4;ADAMTSL2;SMAD7;SMURF2;DAND5;USP15;VASN;HTRA3;VEPH1;SRFBP1;SINHCAF;PPARG
Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156),0.0,-0.5091377438626219,-2.2949896496919826,0.0,AMIGO2;HMCN1;CDH13;CADM1;PTPRT;NECTIN3;PVR;TENM3;CADM3;PTPRM;PTK7;CD84;L1CAM;CNTN6;ROBO3;DSG2;TRO;NECTIN2;ROBO4;SDK1;CADM2;ROBO1;IGSF9;DSCAML1
Mitotic Spindle Organization (GO:0007052),0.0,-0.502454687688893,-2.2888120405249044,0.0,FLNA;AURKB;UHRF1;KIFC1;PLK1;EFHC1;EML1;SUN2;PMEPA1;NEK6;PRC1;CDCA8;INCENP;TTK;STIL;PLK2;KIF23;CEP126;BIRC5;ARHGEF10;TNKS;PTPRA;NUF2;GPSM2;WDR62;MISP;NDC80;KIF11;SPICE1;KIF4A;CENPH;TPX2;KIF15;CENPE
Regulation of Nucleocytoplasmic Transport (GO:0046822),0.0,-0.6816571416544199,-2.288264906336449,0.0,BMP4;IFI27;CDKN2A;TGFB1;PTPN14;MX2;GSK3B;NEDD4;UHMK1
Integrin-Mediated Signaling Pathway (GO:0007229),0.0,-0.5194932935070179,-2.2877154528217343,0.0,ITGA8;ITGBL1;FN1;ITGA11;ITGB8;COL3A1;FBLN1;NRP1;MYH9;PLPP3;ITGB5;PPP3CA;ADAM10;ITGA2;DOCK1;ITGB2;THY1;NEDD9;CD47;PTK2;ITGB4;ITGA1;ITGA3;SRC;ADAM9;PTPRA;DAB2;FERMT2;ADAMTS1;PTK2B;FYB2;SYK;ERBIN;ADAM15;FERMT3;TEC;PRKD1;SPNS1;ITGAV;CCM2;ITGA9
Outflow Tract Septum Morphogenesis (GO:0003148),0.0,-0.6983653192179646,-2.2808074543010086,0.0,ENG;NRP2;BMP4;NRP1;TGFB2;SEMA3C;SMAD6;TGFBR2;FGFR2;PARVA;SMAD4;GATA6;ROBO1;LRP2;BMPR2
Proteoglycan Biosynthetic Process (GO:0030166),0.0,-0.6182701485594391,-2.279820422295334,0.0,EXT1;EXT2;FOXL1;IGF1;XYLT1;B3GAT1;ST3GAL4;CHST1;HS3ST3B1;B3GAT2;GAL3ST4;EXTL3;CSGALNACT2;B3GAT3;CSGALNACT1;CHST11;B4GALT7;B3GNT2;UGDH;GAL3ST3;CHST2;PXYLP1;CANT1;BMPR2;GLCE;CHST10;CHST12;BMPR1B;B4GALT4
Regulation of Phosphorylation (GO:0042325),0.0,-0.495057780319601,-2.270196377274277,0.0,EGFR;FN1;CORO1C;ENG;CDKN2B;NLRC5;INHBA;STAT2;LDB2;PTK2;CDKN2A;FNIP1;MCM7;IKBKB;S100A9;SRPX2;PSEN1;SIRT2;CDKN2C;KCTD20;FER;THBS1
Positive Regulation of Canonical Wnt Signaling Pathway (GO:0090263),0.0,-0.5215138921406491,-2.266909066729691,0.0,EGFR;SFRP4;DAAM2;GPRC5B;COL1A1;SFRP1;SFRP2;TMEM9;RSPO3;GPC3;PTK7;RSPO4;WLS;SEMA5A;TGFB1;FGFR2;NFKB1;WNK1;TBL1XR1;SMURF2;TNKS;UBR5;RNF146;RSPO1;ZBED3;DDX3X;CSNK1G3;TBL1X;LGR4;PPP2R3A;ATP6AP2;TNKS2;SPIN4;HHEX;USP34;PDZD2;CSNK1D;ZEB2;TMEM198;CAPRIN2;AMER1;GPC5;CSNK1E
Peptidyl-Serine Phosphorylation (GO:0018105),0.0,-0.49555838834276433,-2.264787130657279,0.0,CDK2;PLK1;CDK1;TGFBR1;NEK6;MAPK14;PRKD2;GSK3B;IKBKB;PLK2;RIPK1;DYRK1A;TNKS;STK4;MAPK8;CAB39;CLSPN;TOP1;PRKCD;PRKX;PRKD1;UHMK1;LMTK2;SMG1;RPS6KB1;CAMK2D;MAPK13;MAPK12;PRKCA
Mitotic Nuclear Division (GO:0140014),0.0,-0.5456118231499091,-2.2619483871782595,0.0,EPS8;ESPL1;UBE2C;KIFC1;KIF18B;PLK1;ZWINT;SPAG5;SKA1;NCAPG2;CENPI;SMC4;NUSAP1;NDC80;SKA3;KIF18A;NDE1;KNTC1;CENPK;KNL1
Endoderm Formation (GO:0001706),0.0,-0.5932470977696331,-2.2568065319842567,0.0,MMP2;MMP14;FN1;COL8A1;COL11A1;ITGB5;INHBA;SOX17;ITGB2;COL6A1;MMP9;COL7A1;LAMA4;HMGA2
Negative Regulation of SMAD Protein Signal Transduction (GO:0060392),0.0,-0.687060298813411,-2.2534381547549054,0.0,EMILIN1;ENG;DKK1;GREM1;SMAD6;PMEPA1;FAM89B;LDLRAD4;SMAD7;VEPH1;PPARG
Collagen Catabolic Process (GO:0030574),0.0,-0.6258347340836999,-2.2517433993733262,0.0,MMP2;MMP14;MRC2;MMP11;MMP16;CTSS;CTSL;CTSK;MMP3;MMP9;FURIN
Negative Regulation of Epithelial Cell Proliferation (GO:0050680),0.0,-0.5373341633142731,-2.2451965121034885,0.0,SULF1;ENG;SNAI2;CASK;NR2F2;CDKN2B;NUPR1;TGFB2;GDF5;PTPRK;CDK6;CAV1;SFRP1;ATOH8;SFRP2;SCG2;SPARC;PTPRM;NFIB;TGFB1;ALOX5;FGFR2;GATA6;KRT4;APOE;ROBO1;THBS1
Positive Regulation of Mitotic Sister Chromatid Separation (GO:1901970),0.0,-0.7128660011826836,-2.2442872331959496,0.0,AURKB;ESPL1;UBE2C;CDCA8;INCENP;CDC20;BIRC5;RB1;ANAPC5
Axonogenesis (GO:0007409),0.0,-0.48189603435413997,-2.2400090666190806,0.0,SEMA3F;NRXN3;BOC;NRP2;KIAA1755;NOTCH3;UNC5C;OTX2;LGI1;EPHB2;EFNA5;NRP1;SEMA3C;S100B;ENAH;UNC5D;LZTS1;ANOS1;NOTCH2;BDNF;PARD3;SLITRK6;NTN4;EFNB2;CYFIP1;RELN;PTPRU;USP9X;TRIO;PTK2;SEMA3A;FYN;SLIT2;KALRN;SEMA5B;POU4F1;SHTN1;L1CAM;CNTN6;SEMA5A;ROBO3;EFNB1;PLEKHG4;NRXN1;FGFR2;SLC9A7;SLITRK2;SLITRK5;ACTG1;KIF5C;ARHGEF40;SLIT3;EPHB6;NEO1;EPHA5;CXCL12;DCLK1;RAB8A;ROBO4;EFNA4;SEMA6C;SEMA3B;SLITRK1;POTEF;ADGRB1;KLF7;IGSF9;PRKCQ;DSCAML1;RIPK2;TRIM46;RAB10;S100A6;APLP1;POTEI;EPHA3;TUBB3;DOCK7;ROBO2;APP;PLPPR4;SCN1B;ARHGEF7;SEMA3D;VASP;LYPLA2;POTEE;SOS1;MYCBP2;PTEN;ARHGEF25;PTPRH;DRAXIN;NRCAM;PLXNA4;SEMA7A;ISL1;MAP1S;GLI2;SEMA4B;SEMA4A;SIAH1
Negative Regulation of ERK1 and ERK2 Cascade (GO:0070373),0.0,-0.570741773578904,-2.2398846752358894,0.0,TLR4;GBP1;EMILIN1;NHERF1;EPHB2;FBLN1;DLG1;SPRED1;SPRY1;SPRED2;GSTP1;PTPN1;SMAD4;PSCA;DUSP10;TNIP1
Regulation of Ossification (GO:0030278),0.0004153098635510275,-0.5477716576308255,-2.2327426753563038,0.0,SMAD3;BMP4;DKK1;SMAD6;ECM1;TWIST1;SFRP1;GDF10;BMP2;DDR2;SGMS2;CHSY1
Prostaglandin Biosynthetic Process (GO:0001516),0.0004104806790911318,-0.723810824462322,-2.2279805971912094,0.0,PTGIS;PTGES;CTHRC1;PTGDS;EDN2;S100A9;PLA2G4A;EDN1;PRXL2B
Negative Regulation of Cellular Response to Growth Factor Stimulus (GO:0090288),0.00040576251036594633,-0.5361595731669713,-2.227262203129679,0.0,SULF1;EMILIN1;CRIM1;SOSTDC1;CASK;GREM1;SMAD6;CAV1;CHRDL1;TNFAIP6;MICOS10-NBL1;SULF2;SPRY1;SLIT2;SPART;CREB3L1;SMAD7;SMURF2;DAND5;PDCD6;PTPN1;HTRA3;NEDD4;SORL1;PPARG;LRP2;THBS1
Negative Regulation of Platelet Activation (GO:0010544),0.0004011515727481515,-0.8246706478977751,-2.2166965303885315,0.0,C1QTNF1;PDGFRA;PRKG1;THBD;SERPINE2;CD9;SH2B3;PDGFB;NANOS3;PRKCD;APOE;TMX1;TTF2
Regulation of Wnt Signaling Pathway (GO:0030111),0.00039664425170603745,-0.5004371770479459,-2.2160385589042493,0.0,SULF1;SFRP4;DAAM2;SOSTDC1;MDFI;SFRP5;TLE1;DKK1;TSKU;VGLL4;FOXL1;KREMEN1;SFRP1;SFRP2;BMP2;RSPO3;GPC3;TCF7L1;CDK14;HIC1;GNAQ;SULF2;PTK7;RSPO4;RECK;WLS;ITGA3;FGFR2;TIAM1;PSEN1;DEPDC1B;TLR2;TRABD2B;RSPO1;APCDD1;SPNS1;TNFAIP3;PPP2R3A;NKD2;ATP6AP2;RNF43
Focal Adhesion Assembly (GO:0048041),0.00039223709335374816,-0.6609370871446734,-2.213171132244481,0.0,CDH11;PTPRK;THY1;PEAK1;SRC;TRIP6;DLC1;FERMT2;ARHGAP6;BCR;SORBS1;PIP5K1A;CTTN;RCC2;RHOD
Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961),0.00038792679562458604,-0.56381301195048,-2.2130128650591465,0.0,CD40;NLRC5;RBM47;CASP4;AXL;TRIM56;TRIM44;TSLP;TRIM6-TRIM34;LAPTM5;FADD;AGPAT2;HIF1A;RNF185;RIPK1;IKBKE;PARP14;IL7;EDN1;PARP9;CSF1;CASP1
Semaphorin-Plexin Signaling Pathway (GO:0071526),0.000383710200019971,-0.568835478796596,-2.2101644985680506,0.0,SEMA3F;NRP2;NRP1;FLNA;SEMA3C;TYROBP;PLXND1;SEMA3A;RNASE1;SEMA5B;SEMA5A;PLXNB1;SEMA6C;SEMA3B;SH3BP1
Positive Regulation of Cell Junction Assembly (GO:1901890),0.000379584283890724,-0.5451177830188159,-2.210064779241747,0.0,AMIGO2;CLSTN3;EPHB2;CLSTN1;NRP1;CAV1;SFRP1;BDNF;ACVRL1;THY1;NPHP4;SLITRK6;RNASE1;SLC48A1;NLGN1;NLGN2;PPM1F;NRXN1;SRPX2;SLITRK2;SLITRK5;GRID2;ACE2;FERMT2;IL1RAP
Regulation of Smooth Muscle Cell Migration (GO:0014910),0.0003755461532110355,-0.7239317128067266,-2.2093666056910375,0.0,PDGFRB;NRP1;IGFBP5;S100A11;IGF1;SLIT2;SERPINE1;CCN4;PDGFB;SORL1;PLAU
Positive Regulation of Blood Coagulation (GO:0030194),0.000371593035808814,-0.6635415703212894,-2.209059572543654,0.0,PLAT;EMILIN1;F2R;F3;THBD;ST3GAL4;SLC48A1;SERPINE1;PLAU;TTF2;THBS1
Cellular Response to Interleukin-1 (GO:0071347),0.00036772227501913893,-0.5518161229499148,-2.2063394459150163,0.0,PTGIS;CCL2;GBP1;IL1R1;MYD88;SFRP1;HAS2;GBP2;ADAMTS7;ADAMTS12;CD47;HYAL3;IRAK4;NFKBIA;HIF1A;NFKB1;IKBKB;PLCB1;NR1D1;IL1RAP;IRAK3;IL1B;MAPK13;CCL3;RPS6KA4
Positive Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050731),0.0003639313237302818,-0.5233615360970031,-2.206195375668315,0.0,ENPP2;GPRC5B;IL34;IL18;EFNA5;GREM1;IL6;NOX4;CSPG4;DGKQ;NEDD9;LIF;ANGPT1;NRG1;TGFB1;CSF1R;TNFSF18;SRCIN1;PTPN1;UNC119;PARP14;IL15;DOK7;PARP9;CCM2;FGFR3;RIPK2;ABL1;LILRA5
Canonical NF-kappaB Signal Transduction (GO:0007249),0.0003602177387942585,-0.5656610465462287,-2.204158150664364,0.0,TLR4;NFKBIA;NFKB1;IKBKB;BCL3;TRADD;TLR2;PRDX4;CHUK;TLR3;HACD3;RIPK2;CARD11;ERC1
Positive Regulation of Locomotion (GO:0040017),0.0003565791757761347,-0.6261839822707564,-2.2041390751969523,0.0,PDGFRB;F2RL1;PDGFRA;TWIST1;RARRES2;TREM2;TGFB1;CCDC25;PPM1F;NTN1;CSF1R;DUOXA2;CCL21;DUOX2;PDGFB;THBS1;SPOCK2
Mitotic Spindle Assembly (GO:0090307),0.00035301338401837336,-0.5333682777403009,-2.203925563824308,0.0,FLNA;AURKB;UHRF1;KIFC1;PMEPA1;PRC1;CDCA8;INCENP;KIF23;BIRC5;ARHGEF10;MISP;RACGAP1;KIF11;SPICE1;KIF4A;TPX2;KIF15
Macrophage Differentiation (GO:0030225),0.0003495182019983894,-0.6486414032198866,-2.196621228965451,0.0,IL33;BMP4;CASP8;LIF;MMP9;QKI;CSF1R;HLA-DRB1;IL15;CSF1;IL1RL1;CD4
Embryonic Organ Morphogenesis (GO:0048562),0.00034609155295918954,-0.5166173266263995,-2.1947626773098037,0.0,FBN1;ALDH1A3;PDGFRA;EFEMP1;FBN2;HOXB4;MFAP2;SOX17;HOXC4;HOXB3;FGFR2;HOXA4;NIPBL;TCF21;SIX1;RYR2;OSR2;DSCAML1
Cell-Cell Adhesion via Plasma-Membrane Adhesion Molecules (GO:0098742),0.0003427314407945372,-0.434790513588966,-2.1926667828452926,0.0,CDH6;CDH11;AMIGO2;HMCN1;CDH13;CDH8;CADM1;PTPRT;TGFB2;CLDN11;NECTIN3;UNC5D;ITGB2;TGFBR2;PCDHB16;ICAM1;PVR;CRB2;CDH2;TENM3;CADM3;SCARF2;PCDHGC3;DCHS1;PTPRM;PTK7;CD84;CDH20;FGFRL1;NLGN1;L1CAM;CNTN6;ROBO3;CDH10;CLDN15;NRXN1;PCDHGB4;SLITRK2;SLITRK5;GRID2;DSG2;PTPRF;CLDN1;TRO;MAG;PCDHB5;NECTIN2;LGALS7B;ROBO4;CLDN2;SDK1;CADM2;GPC4;ROBO1;SLITRK1;CDH18;CLDN19;PTPRS;IGSF9;CLDN18;DSCAML1;SELENOP
Regulation of Chromosome Segregation (GO:0051983),0.00033943594617151285,-0.6436605667299061,-2.191587145051873,0.0,CDC6;NCAPH;NCAPD3;KIF2C;NCAPG;RMI2;NCAPG2;SMC4;NCAPD2;RAB33B;BUB1;NCAPH2;PPP2R2A;PUM1;NUMA1;IHO1;PUM2
Regulation of ERK1 and ERK2 Cascade (GO:0070372),0.00033620322287464125,-0.4373282200470073,-2.185851395840164,0.0,PDGFRB;CD44;EGFR;F2RL1;TLR4;GBP1;EMILIN1;NHERF1;FN1;PDGFC;BMPER;PDGFRA;F2R;EPHB2;SHC1;FBLN1;NRP1;PPP3CA;CHI3L1;HTR2A;BMP2;IGF1;NOTCH2;ICAM1;ARRB2;DLG1;CCN2;TREM2;SPRED1;SPRY1;LGALS9;ANGPT1;SPRED2;MOCOS;PRKD2;NRG1;GPNMB;TGFB1;NRXN1;FGFR2;GSTP1;CSF1R;S100A9;CCL21;ADCYAP1;ARHGEF5;PTPN1;SMAD4;HLA-DRB1;ACKR3;PDGFB;NECAB2;FERMT2;RAPGEF2;PTK2B;SYK;APOE;HTR2B;PSCA;CCR1;OPRM1;PDE8A;ADRA1A;FGFR3;DUSP10;CD4;TNIP1;RAP1A;IL1B;HTR2C;CCL3
Endodermal Cell Differentiation (GO:0035987),0.00033303149435695594,-0.6332858244923721,-2.182088858114505,0.0,MMP2;MMP14;FN1;COL8A1;COL11A1;ITGB5;INHBA;ITGB2;COL6A1;MMP9;COL7A1;LAMA4;HMGA2
Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730),0.0003299190504844611,-0.5944675898066469,-2.1818279415506465,0.0,EGFR;ENPP2;EFNA5;IL6;SFRP1;CSPG4;SFRP2;ITGB2;DGKQ;LIF;ANGPT1;SAMSN1;SLC48A1;TGFB1
Glycosaminoglycan Metabolic Process (GO:0030203),0.0003268642444614568,-0.6209135195122464,-2.1813472619293024,0.0,HEXB;EXT1;EXT2;XYLT1;SGSH;GALNT5;TNFAIP6;HS3ST3B1;HS3ST3A1;GUSB;GNS;B3GAT3;B4GALT7;UGDH;PXYLP1
Cell-Matrix Adhesion (GO:0007160),0.0003238654899251131,-0.46149028134212156,-2.1809556098857565,0.0,CD44;CDH11;EMILIN1;ITGA8;ITGBL1;FN1;FBLN5;ITGA11;ITGB8;COL3A1;PTPRK;ITGB5;THBS3;ITGA2;ITGB2;THY1;PEAK1;ADAMTS12;ITGB4;ITGA1;RNASE1;L1CAM;VCL;ITGA3;PPFIA1;TIAM1;SRC;CCL21;ADAM9;TRIP6;DLC1;FERMT2;ARHGAP6;MSLN;BCR;ADAM15;FERMT3;ITGAV;ITGA9;NID2;SORBS1;SGCE;PIP5K1A;CTTN;MKLN1;RCC2;RHOD
Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010389),0.0006418425163970424,-0.572240819958141,-2.179976889255624,0.0,CDK2;CFH;CDK6;CCND1;CDK4;PKMYT1;CDK1;DTL;CENPF;CDC7;DBF4B;VPS4B;CCNB1;KIF14;CDC25C;RCC2;RRM1;CDC25B
Cellular Response to Tumor Necrosis Factor (GO:0071356),0.0006360601513844564,-0.4964960861226283,-2.17360594233023,0.0,CCL2;GBP1;PID1;SFRP1;CHI3L1;HAS2;ACTN4;TNFRSF1B;GBP2;ADAMTS7;ADAMTS12;HYAL3;NFKBIA;TMSB4X;BRCA1;TP53;IKBKB;TNFSF18;GBA1;RIPK1;TRADD;NR1D1;FOXO3;PTK2B;ERBIN;CHUK;TNFRSF1A;GSDME;ZFP36L2;TRAF1
Positive Regulation of Macrophage Migration (GO:1905523),0.0006303810428899524,-0.6394767524655679,-2.1722401049928566,0.0,CCL2;IL34;RARRES2;TREM2;PTK2;CMKLR1;CSF1R;P2RX4;CSF1;MSTN;THBS1;CCL3
Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560),0.0006248024495900413,-0.5119541818654256,-2.1704641809148173,0.0,ENG;LRRC32;SMAD3;COL1A2;PDE3A;TSKU;COL3A1;PXDN;TGFB2;GDF5;PTPRK;ITGB5;SFRP1;GDF10;TGFBR2;ACVRL1;ARRB2;TGFBR1;APPL2;USP9X;PTK2;SMAD9;TGFB1;SRC;ADAM9;FURIN;SMAD7;TGFB3;WNT2;USP15;SMAD5;SMAD4;LTBP3;DAB2;FERMT2;WNT10A;SMAD1;NR3C1
Negative Regulation of Cell-Substrate Adhesion (GO:0010812),0.0006193217263480233,-0.5522012195382734,-2.1671793898258658,0.0,GBP1;CORO1C;CASK;FZD4;FBLN1;EFNA5;ACTN4;PTPRU;CDKN2A;CORO2B;NEXMIF;SPOCK1;ADAM15;JAG1;THBS1;MYOC;AJAP1;RCC2
Regulation of Platelet Activation (GO:0010543),0.0006139363200319537,-0.6369075537127759,-2.164099613950112,0.0,TLR4;C1QTNF1;PDGFRA;FLNA;THBD;PEAR1;GNAQ;SLC48A1;PLA2G4A;PDGFB;NANOS3;SYK;TEC;TTF2;PRKCQ;SELENOP;PRKCA
Positive Regulation of Endothelial Cell Proliferation (GO:0001938),0.0006086437655489195,-0.5070953883569442,-2.1634310661147924,0.0,NRP2;CDH13;CLSTN1;NRP1;JCAD;F3;ECM1;FGFR1;APLNR;GATA2;SCG2;TGFBR1;MYDGF;AKT3;STAT5A;HIF1A;SEMA5A;PRKD2;DAND5;PDCD6;PDGFB;ZNF580;HTR2B;PRKD1;HMGB2;PLCG1;ANG;PRKCA;CCL11;EGFL7;ITGA4;LRG1
Regulation of Macrophage Differentiation (GO:0045649),0.0006034416820826894,-0.6862447730241711,-2.151221785562578,0.0,C1QC;IL34;INHBA;CASP8;LIF;FADD;QKI;RIPK1;CSF1
Mesenchymal Cell Differentiation (GO:0048762),0.0005983277695226667,-0.5776381716546677,-2.150342091488481,0.0,SNAI2;TGFB2;SEMA3C;LOXL3;FGFR1;BMP2;IGF1;TGFBR2;TGFBR1;HIF1A;SLC39A10;TGFB1;HEYL;FGFR2;GSK3B;HMGA2;LRP6;SMAD4;DDX5;HTR2B;DDX17;RBPJ;ROCK2;LIMS1;WNT4;FOXC1;AMELX;NOG;LOXL2;ZFP64;SOS1;ISL1;DLG5;FAM83D;MEF2C
Small GTPase-mediated Signal Transduction (GO:0007264),0.0005932998050728963,-0.41174291655610096,-2.1493291395730663,0.0,ADGRG1;CDK2;COL1A2;CDH13;ARHGDIB;RAPGEF3;ARHGAP18;CDC42EP1;EPS8;PLCE1;IGF1;RASGRF1;NGFR;RIN2;ABR;RGL3;CYFIP1;ARHGEF1;CDC42EP3;RASGRF2;RNASE1;CDC42EP5;CCNA2;CDKN2A;SHTN1;DOK1;RAP1B;PLD2;NTN1;TP53;TIAM1;PLK2;CCDC88C;RRAS2;GARRE1;RACGAP1;ARFIP2;PLEKHG5;RAPGEF2;ARHGAP6;DOK3;RAB38;ARHGEF3;RB1;BCR;RGS19;RAPGEF4;PRKCSH;ARHGEF18;ARHGAP29;GNA12;RAPGEF6;SPNS1;CDC42EP4;EPS8L2;CDC42EP2;HACD3;ROCK2;RAP1A;NCOA3;RALGDS;ARHGDIA;RHOD;LIMK1;DOCK7;RERG;NF1;RALA;RHEB;GNB1;ARHGAP32;ARHGEF7;RHOG;VAV3;MYO9B;G3BP1;GRAP2;SOS1;ELMO1;AIF1;TNK2;ARHGAP8;RASSF1;SOS2;CTNNAL1;NUCB1;KSR1
Regulation of Receptor Internalization (GO:0002090),0.0005883556400306222,-0.553234905239893,-2.144316585166903,0.0,SFRP4;HAMP;PCSK9;ANXA2;DKK1;GREM1;ANKRD13A;ARRB2;ANGPT1;TBC1D5;WDR54;RSPO1;ARAP1;MTMR2;ANKRD13D;MKLN1;LRPAP1
Microtubule Cytoskeleton Organization Involved in Mitosis (GO:1902850),0.000583493196724584,-0.515963875761684,-2.1435963988084255,0.0,AURKB;ESPL1;PLK1;CDK1;EFHC1;EML1;SUN2;NEK6;TTK;STIL;PLK2;CEP126;BIRC5;TNKS;PTPRA;NUF2;GPSM2;WDR62;NUSAP1;NDC80;TACC3;KIF11;KIF4A;CENPH;CENPE
Positive Regulation of Signal Transduction (GO:0009967),0.0005787104656038907,-0.40471007435562073,-2.139908757576083,0.0,ADGRG1;SULF1;IL1R1;EPHB2;ACVR1;JCAD;FLNA;TGFB2;F3;PLPP3;BMP6;IL6;LOXL3;SFRP1;AXL;BMP2;TRIM44;TSLP;IGF1;RSPO3;BDNF;ACVRL1;TMEM108;SASH1;TGFBR1;SMOC2;TPD52L1;IL7R;TREM2;SULF2;RELN;LIF;RSPO4;TNXB;WLS;AGPAT2;NLGN1;HIF1A;NLGN2;PRKD2;TXNDC15;GRIN2D;TGFB1;ADAMTS3;NRXN1;FGFR2;SRC;MGAT5;STK36;C1QTNF12;TEDC2;DAND5;RAB34;DEPDC1B;TLR2;NETO1;TSPAN14;RSPO1;IL7;LMNB2;NECAB2;ARMC9;NANOS3;PTK2B;CTSH;TSPAN5;SORL1;LAMB1;ROBO1;PPARG;SPNS1;JAG1;TNFAIP3;ITGAV;ZMIZ1;F7;ATP6AP2;RBPJ;ESM1;KIF7;SORBS1;IL1B;IL6ST;GAS8;TP63;SHANK3;ZBTB7B;PIH1D1;POGLUT1;HAND2;PRKCA;LIMS1;GRIN2A;HHEX;VTN;RIMS2;C3;LY96;ROBO2;APP;SHANK1;ZDHHC5;PDCL
Nuclear Chromosome Segregation (GO:0098813),0.0005740055024688998,-0.7165906018644272,-2.1372114803092406,0.0,TOP2A;KIF2C;INCENP;CENPF;SKA1;CENPQ;NDC80;SKA3;SPICE1;LATS1;KIF22
Glycosaminoglycan Biosynthetic Process (GO:0006024),0.000569376425836086,-0.6684124407047618,-2.1360803108423374,0.0,EXT1;EXT2;CEMIP;HAS2;XYLT1;B3GAT1;GALNT5;HS3ST3B1;HS3ST3A1;B3GAT2;CSGALNACT2;B3GAT3;CSGALNACT1;B4GALT7;UGDH;PXYLP1
Regulation of Wound Healing (GO:0061041),0.0005648214144293973,-0.5259291121172223,-2.134098264968376,0.0,F2RL1;F2R;CASK;EPHB2;CAV1;PTK2;MYLK;SLC48A1;ALOX5;TNFRSF12A;DUOX2;INSL3;SERPINE1;CLDN1;ANXA1;PLAU;TNFAIP3;TTF2;AJAP1;CRK;DUOX1;VTN;TMEM97;OCLN;ARFGEF1;EPPK1
Positive Regulation of Cell-Substrate Junction Organization (GO:0150117),0.0005603387047910688,-0.6654301025954122,-2.1306304413660007,0.0,NRP1;SFRP1;THY1;RNASE1;SLC48A1;PPM1F;ARF6;FERMT2;MYOC;S100A10;LIMS1;MAP4K4
Negative Regulation of miRNA Metabolic Process (GO:2000629),0.0005559265890053123,-0.5792900385731848,-2.130353927157585,0.0,SMAD3;BMP4;TWIST1;NFIB;QKI;HIF1A;TGFB1;NFATC4;PDGFB;PPARD;PPARG;RARA
Response to Interferon-Beta (GO:0035456),0.0008273751187930625,-0.6081052149557995,-2.12407720879451,0.0,SHFL;IFNAR2;TRIM6-TRIM34;IFITM1;XAF1;HTRA2;IFI16;IRF1;IFNAR1;IKBKE;OAS1;PLSCR1;IFITM3;BST2
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),0.0008209613581822636,-0.47283721692525416,-2.1239247498427467,0.0,F2RL1;TLR4;IL1R1;CD40;F2R;GPRC5B;GJA1;SECTM1;TRIM22;MYD88;TRAF5;TNFSF10;FLNA;ECM1;CARD10;S100B;CAV1;MAP3K3;SLC20A1;ALPK1;SHISA5;TRIM25;UBD;CASP8;LGALS1;PELI2;APOL3;LGALS9;NEK6;FADD;IRAK4;WLS;TRIM38;DHX15;TGFB1;IKBKB;PLK2;CCL21;ECT2;RIPK1;EDA;TRADD;HLA-DRB1;IKBKE;PLEKHG5;FBXW11;TICAM1;MALT1;HTR2B;CXXC5;GOLT1B;CHUK;PRKD1;CASP1;TNFRSF1A;SLC35B2;BST2;SLCO3A1;CANT1;LPAR1;IRAK3;TMED7-TICAM2;RIPK2;CD4;TRIM5;CASP10;CARD11;NFAT5;ZDHHC13;MTDH;IL1B;RBCK1;TFRC;TAB3;LIMS1;ANKRD17;LTBR
