Term,fdr,es,nes,pval,lead_genes
Epithelial to Mesenchymal Transition (GO:0001837),0.004591975650286986,-0.5492029940905392,-2.0674351672069564,0.0,HNRNPAB;LOXL3;EOMES;SLC39A6;SNAI1;FOXF2;LOXL2;SOX9;NOG;TGFBR1;SNAI2;TGFBR2;DDX5;NOTCH1;FAM83D;LEF1;HIF1A;HMGA2;TBX3;WNT4;NOTCH4;IGF1;WNT5A;TGFB2;SLC39A10;TGFBR3;BMP2;LIMS1
Cardiac Epithelial to Mesenchymal Transition (GO:0060317),0.004487612567325917,-0.6852887317050883,-2.0669194385043475,0.0,SNAI1;BMP4;ENG;TGFBR1;HAS2;SNAI2;SPRY1;NOTCH1;TBX3;FGF8;TGFB2;TGFBR3;BMP2;PDCD4;HEY2;HEYL;RBPJ;HEY1
Regulation of Monocyte Differentiation (GO:0045655),0.004387887843607563,-0.7292972748586135,-2.066056924597468,0.0,MYC;IL34;FES;CDK6;CTNNBIP1;CD4;CSF1;HLA-DRB1;IRF7
Positive Regulation of Osteoblast Differentiation (GO:0045669),0.004292498977442182,-0.561659882653934,-2.065966114556111,0.0,WNT3;FBN2;PRMT3;BMP4;IL6;YAP1;BMP6;RUNX2;FBXO5;ACVR2A;WWTR1;CTNNBIP1;GDF10;FERMT2;IFITM1;FZD1;TMEM119;WNT4;PPP3CA;CCN4;SMAD5;LRP3;TENT5A;IGF1
Negative Regulation of Wnt Signaling Pathway (GO:0030178),0.004201169211964689,-0.4680944023086297,-2.0618227898264907,0.0,DRAXIN;KREMEN1;IGFBP2;TPBG;DKKL1;SFRP4;CAV1;LMBR1L;IGFBP4;APP;SHISA2;CYLD;SOSTDC1;MDK;GREM1;FZD6;NHERF1;SOX17;TLE1;AMER2;TRABD2A;LATS2;NPHP4;SOX9;NOG;APOE;CCDC88C;TSKU;SNAI2;VGLL4;SFRP5;STK4;WWTR1;SFRP2;AXIN2;TMEM170B;SOX2;DKK1;PROC;CTNNBIP1;DKK3;RNF213;TMEM64;GRB10;MDFI;IGFBP6;TLE4;INVS;DAB2;PTPRU;FRMD8;SOST;SFRP1;NKD1;TLE3;TBX18;GLI1
Mononuclear Cell Differentiation (GO:1903131),0.004113644853382091,-0.5685886866705646,-2.0605517517594722,0.0,IL33;FLT3LG;LIF;GATA3;BMP4;BATF3;IL2RG;AXL;LY6D;FLT3;SOCS1;PDE2A;CFLAR;CD4;MMP9;IL15;IRF8;CASP8;MYH9;CSF1;HLA-DRB1;PPARG;TREM2
Positive Regulation of Response to External Stimulus (GO:0032103),0.004029692917598783,-0.47563830376137906,-2.059971549164135,0.0,GRN;IL33;PLAT;RARRES2;EMILIN1;PTGER4;PDGFRB;APP;ETS1;MDK;IL17RA;MAP3K8;THBD;PDGFB;TLR2;NLRP10;IL23A;IL18;NKG7;BMP6;TLR4;F2RL1;MAPK13;IL1B;TRADD;GSDMD;PLAU;NLRP1;LPL;PDGFRA;CEBPA;MEFV;ADAM8;TSLP;POLR3C;GPSM3;NFKBIZ;PDE2A;OPTN;SERPINF2;PTN;CCL5;IL15;LGALS1;NLRP12;PYCARD;RIOK3;MMRN2;LGALS3;VTN;SERPINE1;RNF31;FEM1C;TREM2;TRIM56;TLR9;CNTF;THBS1;CAMK2N1;CASP4;CCN4;POLR3D;GPRC5B;NLRP3;CD47;EREG;SLC48A1;CCL3;TTF2;SETD4;WNT5A;RIPK1;CCL21
Embryonic Organ Morphogenesis (GO:0048562),0.003949099059246807,-0.5816193480411148,-2.0537210299020305,0.0,RARG;FBN1;EFEMP1;ID2;FBN2;ALDH1A3;SIX1;SOX17;MFAP2;SIX2;OSR2;PDGFRA;FOXE1;FGFR2;MFAP5;HOXB3;HOXD4;HOXD9;TBX1;DSCAML1
Mesenchymal Cell Differentiation (GO:0048762),0.004701308403865247,-0.5191588914999953,-2.0394486545430683,0.0,FOXC1;HNRNPAB;LOXL3;SLC39A6;SNAI1;FOXF2;SEMA3C;LOXL2;SOX9;NOG;TGFBR1;SNAI2;TGFBR2;DDX5;NOTCH1;FAM83D;LEF1;HIF1A;FGFR2;HMGA2;WNT4;NOTCH4;IGF1;WNT5A;TGFB2;SLC39A10;TGFBR3;BMP2;LIMS1;RANBP3L;LRP6;GSK3B
Chromosome Condensation (GO:0030261),0.004882127957860065,-0.6303485649410965,-2.037382465483022,0.0,H1-1;RAB33B;H1-3;H1-4;NCAPH;NUSAP1;PLK1;KMT5A;CDCA5;TOP2A;TENT4A;NCAPG;H1-5;DFFB;TTR;NCAPD2
Bone Development (GO:0060348),0.005056124132458851,-0.5816111884579925,-2.034576585880825,0.0,CYP26B1;SULF1;LRRC17;PTGER4;SFRP4;TFAP2A;P3H1;GJA1;TP53;FGFR3;OGN;BMP6;OSR2;OPTC;SULF2;MYOC;FGFR2;PPIB;SH3PXD2B;WNT1;FGF8;NOTUM;PLS3;IFITM5;MRPL13
Hippo Signaling (GO:0035329),0.004962492204079984,-0.6561320359353224,-2.031721346300868,0.0,WWC2;YAP1;LATS2;WWC3;MOB1A;STK4;WWTR1;AMOTL1;AMOTL2;SAV1;DCHS1;STK24;WWC1;TEAD1
Positive Regulation of Morphogenesis of an Epithelium (GO:1905332),0.004872265073096712,-0.6636803206471531,-2.031310576384027,0.0,LBX2;LIF;SIX4;GDNF;MDK;SIX1;GJA1;BMP4;SOX9;NOG;SMOX;SOX8;MMRN2
Embryonic Skeletal System Development (GO:0048706),0.004785260339648555,-0.5980298009513177,-2.028516099662496,0.0,SULF1;SIX1;OSR1;DLX2;NOG;OSR2;COL1A1;SULF2;DLX3;PDGFRA;DLX1;DLX4;WNT9A;PCSK5;HOXB3;HOXD4;HOXD9;DSCAML1;SLC2A10;HOXB4;HOXD3;WNT5A;SOX11;XYLT1;HOXC4;DLX6;HOXB9;KIAA1217;UCMA;RBP4
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557),0.004948745688279208,-0.41059653346875663,-2.0257653961402884,0.0,CD46;ZC3H12A;F3;E2F1;CCL2;WNT3;IFNGR1;CLU;IL33;WNT3A;IL32;DLL1;MYC;MTPN;EMILIN1;PAX6;SFRP4;CDKN2A;TFAP2A;C1QTNF1;CLDN19;ITGB8;PDGFRB;GDNF;NR5A1;APP;ID2;NKX3-1;SLC11A1;HSPH1;ETS1;GJA1;BMP4;FBLN1;KLF4;IL6;YAP1;TP53;EPB41L4B;PDGFB;SMAD3;OSR1;NANOS3;TLR2;DLL4;NTRK2;TLE1;MYD88;BMP6;GATA2;TLR4;IRS2;FN1;FGFR4;SOX9;POU3F1;TWIST1;RAB27A;NOG;NFKB1;OSR2;IL1B;FOXD1;TGFBR1;CDK5R1;NGF;MYCN;ZPR1;CTSH;HFE;NAMPT;NOTCH1;UBR5;ATF4;TTR;PDE2A;DKK1;LEF1;MSN;SMOC2;OVOL2;HIF1A;PGR;HMGA2;AMH;MAPK8;CITED2;TMEM119;SMOX;NLRP12;AZU1;CSF1;RGCC;MYLK2;EPHB2;LAMP3;ADM2;PPARG;CXCL8;TREM2;EGR1;DGKQ;FGF8;PSEN1;TLR9;CNTF;ANGPT1;VDR;IL1A;POU4F1;LGALS9;SLC2A10;LRP3;ACTG2;IGF1;NLRC5;TYROBP;NLRP3;ATP13A2;HGS;GSN;SLC6A9;RFXAP;PIK3R3;ERP29;ZNF580;CCL3;HOXD3;ROBO1;MAPK11;WNT5A;AVPR2;CSF2;NTRK3;RIPK1;GPER1;CCL21;TGFB2;FER1L6;SOX11;SPRY2;OCLN;MBIP;BRCA1;MAPK14;ACTG1;TGFBR3;MAP4K2;BMP2;NMD3
Negative Regulation of Multicellular Organismal Process (GO:0051241),0.004863422486757153,-0.44599318086627154,-2.0252695048932385,0.0,GRN;SPRED3;IFNGR1;IL17D;IL17RD;EMILIN1;PTGER4;SRGN;PROCR;APP;NKX3-1;ADM;GATA3;BMAL1;SLC11A1;FOXC2;EGFR;SPI1;SOSTDC1;MDK;LRPAP1;GJA1;BMP4;WWC2;KLF7;VASN;ID1;SMAD3;ADAMTS5;SPRED1;SMAD7;OGT;RAB11FIP1;TLR4;DSG2;LOXL2;ING1;WWC3;PTPRG;SOX9;DLX2;NR1D1;ITGB1;ADAM17;IL1B;NPTN;F2R;SPRY1;NOTCH1;ATP2B1;ATF4;SFRP2;NODAL;TIMP1;SINHCAF;DLX1;ARHGDIB;FOXA2;DKK1;FOXE3;PROC;OVOL2;GDF10;DUSP10;WNT10B;CHSY1;IL15;SHH;GPNMB;CORO1C;TACSTD2;CASP3;NLRP12;RHEB;BRCA2;NFIB;TWSG1;RGCC;QKI;RAB11FIP5;SYT12;SPRED2;PTCH1;TREM2;PTPRU;SOST;SFRP1;TLE3;RB1;EPHA4;KREMEN2;APOM;LAMA4;FOXA1;SMAD6
Hemopoiesis (GO:0030097),0.004780991597151099,-0.4997018330829354,-2.0250656266998526,0.0,DLL1;FLT3LG;WNT2B;RUNX1;BMP4;MYB;KLF3;TP53;PDGFB;SH2B3;CEBPB;MECOM;OGT;COMMD3-BMI1;CD164;RUNX2;NOTCH2;SNRK;TMEM190;RUNX3;TGFBR2;CEBPA;TET2;ATF4;FLT3;SFRP2;ARIH2;MEIS1;RASGRP4;FGFR2;FSTL3;FST;WNT10B;MFAP5;KIT;PGM3;LYL1;RTKN2;NOTCH4;SFRP1;ZBTB16;TAL1;TOX;LYN;ZNF160;WNT5A;CSF2;TGFB2;KAT6A;CDK13;TGFBR3
Regulation of Regulatory T Cell Differentiation (GO:0045589),0.004701308403865248,-0.6618356341539341,-2.024763701738127,0.0,CD46;IRF1;BCL6;MDK;LAG3;FANCA;FOXO3;SOCS1;IL4I1;DUSP10;HLA-G
Dorsal/Ventral Pattern Formation (GO:0009953),0.004624237774293686,-0.6230020924386945,-2.023287087269231,0.0,CHRD;AIDA;SIX3;GREM1;ACVRL1;BMP1;MICOS10-NBL1;NOG;CAPRIN2;TLL2;SHH;HOXA11;MDFI;PTCH1;DSCAML1;FGF8;SFRP1
Regulation of Plasminogen Activation (GO:0010755),0.005004618623469457,-0.7212010487136365,-2.019311601955891,0.0,PLAT;RUNX1;PLAUR;F12;S100A10;PLAU;SERPINF2;CLEC3B;SERPINE1;SERPINE2;THBS1;MELTF
Extracellular Matrix Disassembly (GO:0022617),0.0053729238901317105,-0.5578855339629364,-2.017181894496762,0.0,ADAM15;MMP2;MMP14;FURIN;CTSV;NOXO1;MMP3;ADAMTS5;LAMC1;ADAMTS4;MMP11;ENG;ADAMTS15;NCAPG;CTSK;ADAM8;MMP19;MMP9;SH3PXD2B;KLK5;MMP1;WASHC1;MMP10;TMPRSS6;GSN
Regulation of Epithelial to Mesenchymal Transition (GO:0010717),0.005288971954348404,-0.4913317777412904,-2.015406420883877,0.0,SPRED3;SDCBP;FOXC1;IL17RD;GATA3;MDK;SNAI1;IL6;VASN;SMAD3;TNXB;GREM1;EZH2;SPRED1;SMAD7;DSG2;LOXL2;TWIST1;IL1B;TGFBR1;COL1A1;CRB2;SPRY1;TGFBR2;ELL3;WWTR1;SFRP2;AXIN2;FOXA2;LEF1;OVOL2;FERMT2;LRG1;RGCC;QKI;SPRED2;TGFB3;DAB2;SFRP1;GLIPR2;EPHA4;ZNF703
Negative Regulation of Inflammatory Response (GO:0050728),0.005641570084638297,-0.4781789057986528,-2.0123994312840168,0.0,GRN;IL33;PTGIS;PTGER4;FNDC4;FURIN;FAM76B;AHR;GATA3;CYLD;TNFAIP3;MDK;SAA2;KLF4;TRIM45;PRKCD;ELF4;NR1D1;APOE;CD200;NFKB1;PPP1R13L;TMSB4X;ALOX5;PLK2;SBNO1;MEFV;GIT1;FGR;PROC;RHBDF2;GBA1;NLRP12;HLA-DRB1;MAPK7;YES1;PPARG;FEM1C;TREM2;SLC39A8;RB1;IGF1;NLRP3;GPS2;CCN3;MFHAS1;LYN;GPER1;RORA;PTPN6;OTULIN;ELANE;MAPK14;SRC;LPCAT3;MACIR;TYRO3
Lysosomal Lumen Acidification (GO:0007042),0.005556091750022565,-0.7225808257039683,-2.011199292508622,0.0,GRN;ATP6AP2;ATP6V1A;PPT1;RNASEK;LAMP2;ATP6V0B;LAMP1;CLN5;TMEM9;TCIRG1
Response to Cytokine (GO:0034097),0.005473165007484915,-0.4612099071290002,-2.0100959134328273,0.0,DDOST;CXCL16;TIMP2;CYP27B1;ADAM9;CXCR4;GCH1;APP;SLC11A1;SERPINA3;SPHK1;UBD;IL1R1;SP100;MYD88;OSMR;COL3A1;IL1B;TIMP3;CHI3L1;SHFL;MEFV;PML;FLT3;TIMP1;CD274;FOXA2;LEF1;SMPD1;IFITM1;CDK9;JAK3;IFITM3;CASP3;CASP8;AFF3;FOXH1;LAMP3;ALDH1A2;SLC22A5;SELE;CSF3;TRIM56;NFAT5;POU4F1;IFNAR2;LGALS9
Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079),0.005392677286786608,-0.5472456418836144,-2.0090597505455206,0.0,INCA1;CDKN2C;CDKN2A;CCNE2;HHEX;TFAP4;NR2F2;LATS2;PKMYT1;CDK5R1;PSRC1;CDKN2B;CDC37;CDC6;PROC;CDK5RAP3;HEXIM2;CDKN3;RGCC;MEN1;DIRAS3;CDKN1B
Regulation of Cellular Response to Growth Factor Stimulus (GO:0090287),0.005314522543499844,-0.6392851878380248,-2.0087208748598244,0.0,SULF1;DLL1;FSTL1;SFRP4;PCSK6;OTX2;ITGA3;NOG;NRP1;FSTL3;FST;TMEM204;TWSG1;SLIT2;LRIT3
Negative Regulation of Leukocyte Activation (GO:0002695),0.005238600792878419,-0.6390376533627262,-2.005526525425141,0.0,GRN;ZC3H12A;MILR1;FAM76B;FN1;CD200
Regulation of Protein Export From Nucleus (GO:0046825),0.005164817683119567,-0.5984936883058919,-2.0016887070955702,0.0,FAM76B;CDKN2A;PTPN14;SP100;FRAT1;UHMK1;RAPGEF3;IL1B;SIRT7;FRAT2;IFI27
Regulation of Neuron Apoptotic Process (GO:0043523),0.005093084104187351,-0.4628002539409499,-2.001278435982789,0.0,GRN;CCL2;CLU;PRNP;LGMN;HTRA2;TFAP2A;SIX4;GDNF;APP;CLCF1;MDK;SIX1;AGAP2;PPT1;NUPR1;NTF4;PCSK9;NTRK2;CASP7;NSMF;CDK5R1;NGF;F2R;SIGMAR1;ATF4;FOXO3;NANOS1;CASP2;DKK1;NFATC4;CFLAR;PRKCG;BACE1;KDM2B;NRBP2;CASP3;FGF20;CASP8;NTF3;BDNF;KCNB1;SOD2;TREM2;EGR1;TMBIM1;TGFB3;CNTF;CASP4;POU4F1;PTPRZ1;HSPG2;ATP13A2;CRLF1
Ureteric Bud Morphogenesis (GO:0060675),0.005023315828787525,-0.7093488020123925,-1.9990071458780443,0.0,MYC;GDNF;GATA3;SIX1;BMP4;SALL1;SHH;HOXA11
Eye Morphogenesis (GO:0048592),0.005336620350333524,-0.5931078140474897,-1.9952775802989213,0.0,RARG;FBN1;EFEMP1;FBN2;ALDH1A3;MFAP2;COL5A1;SOX4;MFAP5;COL5A2;NKD1;IFT122;SOX11
Mesoderm Formation (GO:0001707),0.005265465412329076,-0.663259117682401,-1.9952170284509758,0.0,ITGB4;EOMES;ITGA2;SNAI1;ITGA8;ITGA3;ITGB1;CRB2;HMGA2
Dopaminergic Neuron Differentiation (GO:0071542),0.005196182972693168,-0.6337684622413323,-1.9933667507985355,0.0,WNT3;WNT3A;OTX2;NR4A2;PITX3;FOXA2;SHH;FZD1;WNT1;FGF8;EN1;FOXA1;WNT5A;LMX1A;LRP6;LMX1B;VEGFA
- Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090101),0.00531186793683476,-0.4853119206248255,-1.9896325104228316,0.0,SPRED3;CRIM1;CHRD;IL17RD;EMILIN1;CAV1;PBLD;SOSTDC1;VASN;GREM1;SPRED1;MICOS10-NBL1;SMAD7;MECOM;OGT;CHRDL1;ING1;ENG;NOG;ADAM17;WFIKKN2;ASPN;SPRY1;NOTCH1;SINHCAF;DLX1;MTMR4;FKBP1A;DKK1;HTRA3;FAM89B;OVOL2;LRRC32;FSTL3;DKK3;FST;USP15;HTRA4;SMURF2;LEMD3;CILP;CD109;WNT1;SPRED2;PPARG;PMEPA1;SPART;SOST;SRFBP1;IGSF1;SLC2A10
Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),0.0054245866198445155,-0.6644247127619857,-1.988058241564964,0.0,SULF1;SHISA2;OTX2;ITGB1;NOG;SULF2;NPTN;SPRY1;SMOC2;GPC1;THBS1;LRIT3;FGFBP3
Mitotic Chromosome Condensation (GO:0007076),0.005355920966428763,-0.7461204914756856,-1.9860949296006047,0.0,RAB33B;NCAPH;NUSAP1;PLK1;KMT5A;CDCA5;TENT4A;NCAPG;TTR;NCAPD2
Peptide Hormone Processing (GO:0016486),0.0054652710194933495,-0.59634079287236,-1.9850902885435082,0.0,CTSL;ATP6AP2;FURIN;EEF1AKMT4-ECE2;PCSK6;ECE1;ERO1B;ACE2;PCSK4;P4HB;PCSK5;ENPEP;BACE2;PCSK7;KCTD11;SCG5;DPP4
N-glycan Processing (GO:0006491),0.005397798537771209,-0.648642230515994,-1.9833718722401503,0.0,HEXB;MAN1A1;GANAB;MAN2A1;HEXA;ST8SIA6;GNPTG;MGAT4B;PRKCSH;ST8SIA1;MGAT4A;GANC;MAN2A2;MAN1A2;FUT8
Response to Tumor Necrosis Factor (GO:0034612),0.005331971726334975,-0.5068105314192125,-1.9822036596237538,0.0,ZC3H12A;CCL2;CXCL16;ADAM9;ADAMTS7;GCH1;NKX3-1;GATA3;GBP1;SPHK1;GSDME;UBD;NR1D1;TRADD;HAS2;CHI3L1;ADAM10;HYAL3;SMPD4;ADAMTS12;ZFP36;CCL5;SMPD1;GBA1;ZFAND6;CASP3;CASP8;AFF3;PYCARD;SLC22A5;CXCL8;SELE;SFRP1;IKBKB;CIB1;MAP4K3;CCL3;RIPK1;GPER1
Negative Regulation of Nervous System Development (GO:0051961),0.00526773110312612,-0.6885869882134221,-1.981995244953024,0.0,B2M;WNT3A;PAX6;IL6;TLR2;IL1B;SLIT3;NOTCH1
Metanephros Development (GO:0001656),0.005205020018565094,-0.612112434139566,-1.9796146716571967,0.0,SIX4;GDNF;SIX1;OSR1;SOX17;OSR2;FOXD1;CTSH;GDF6;SHH;PTCH1;FGF8
Regulation of Chondrocyte Differentiation (GO:0032330),0.005309713020836044,-0.6781354791466608,-1.976966936682067,0.0,ADAMTS7;EFEMP1;GDF5;MDK;GREM1;LOXL2;PTHLH;SOX9;TGFBR1;SNAI2;ADAMTS12;GDF6;WNT9A;HOXA11
Regulation of Tissue Remodeling (GO:0034103),0.005247972171756555,-0.653888099946183,-1.9766354950337668,0.0,CST3;RUNX1;MDK;IL23A;IL18;LEPROT;IL15;GPNMB
Negative Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),0.005187650652540962,-0.5027011854966448,-1.976630589319343,0.0,SPRED3;FBN1;IL17RD;EMILIN1;PBLD;FBN2;VASN;SPRED1;SMAD7;MECOM;OGT;ING1;ENG;WFIKKN2;ASPN;SPRY1;SINHCAF;MTMR4;FKBP1A;HTRA3;FAM89B;OVOL2;LRRC32;USP15;HTRA4;SMURF2;LEMD3;CILP;CD109;SPRED2;PPARG;PMEPA1;SRFBP1;SLC2A10
Embryonic Skeletal System Morphogenesis (GO:0048704),0.005288971954348403,-0.6244993605997738,-1.976145086478188,0.0,TFAP2A;SIX1;OSR1;TWIST1;NOG;OSR2;TGFBR1;TGFBR2;PDGFRA;IRX5;FGFR2;HOXB3;HOXA11;HOXD4;HOXD9;TBX1;DSCAML1;HOXB4;HOXD3;SOX11;HOXC11
Membrane Lipid Biosynthetic Process (GO:0046467),0.00538801637296916,-0.5555646379644985,-1.975300870825089,0.0,KDSR;SPNS2;B3GNT5;ELOVL1;SPHK1;ORMDL1;SPTSSA;SPTLC1;ST8SIA6;SGMS2;CERS2;ELOVL5;ELOVL7;ELOVL2;SPTSSB;ELOVL3;FA2H
Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091),0.0053281495243806135,-0.48369148650594,-1.974551699146205,0.0,ADAM9;CHRD;LEFTY1;FURIN;LTBP3;GDF5;PTPRK;ITGB5;TMEM100;BMP4;INHBB;ID1;SMAD3;ACVRL1;SMAD7;BMP6;GDF7;COL3A1;RUNX2;PXDN;RGMB;ENG;RGMA;ITGB1;TSKU;LPXN;ACVR2A;TGFBR1;WFIKKN2;COL1A2;HIVEP1;HFE;TGFBR2;DDX5;GDF6;FOS;LRRC32;GDF10;FERMT2;USP15;TMEM119;LRG1;ARRB2;MAPK3;SMAD9;FOXH1;PPARG;TGFB3;DAB2;SMAD1;SMAD5
Positive Regulation of Apoptotic Process (GO:0043065),0.005889551187259761,-0.41827215705610427,-1.969331738520262,0.0,GRN;BCL6;ZC3H12A;F3;E2F1;CCL2;TNFRSF10B;CYP1B1;CLU;RARG;RASSF2;PRNP;DKKL1;PIP5KL1;SEPTIN4;APAF1;PTGIS;EMILIN1;PMAIP1;SFRP4;FOXL2;HTRA2;CDKN2A;TFAP2A;IRF5;GADD45B;APP;PANO1;PRR7;BMP4;PNMA2;BCL2L11;TFAP4;IL6;TP53;NUPR1;RYBP;UBD;TOP2A;PCSK9;TNFRSF10A;DAPK2;ANO6;LATS2;CASP7;CIDEB;CD40;ITGB1;STK17B;TRADD;TGFBR1;TPD52L1;CCAR1;CDK5R1;ING5;PIDD1;CTSH;RPS6KA2;F2R;HTRA1;IGFBP3;STK4;MAP3K10;ATF4;CTSD;GADD45G;FOXO3;SFRP2;TNFRSF10C;FANK1;TMC8;NANOS1;CASP2;DUSP6;PROC;BID;SOX4;CFLAR;SMPD1;WNT10B;MAPK8;PAWR;SAV1;LGALS1;HTRA4;HLA-G;BACE1;CASP3;CASP8;RGCC;BCL2A1;PYCARD;DAPK1;LGALS3;BCL2L10;USP27X;PPARG;TCTN3;PLEKHN1;TGFB3;SLIT2;THBS1;CASP4;SFRP1;ADAMTSL4;RNF122;ECT2;CALHM2;FOXA1;TRIM35;STK24;SLC48A1;LOC102724428;CCL3;PDCD6;CASP6;HMGB1;WNT5A;RIPK1;NGFR;GPER1;MAP3K20;TGFB2;TNFSF10;CASP10;RHOB;BCL10
Positive Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001238),0.005825534326528677,-0.5572775555634528,-1.9672253843033822,0.0,PMAIP1;HTRA2;CAV1;APP;CYLD;RET;TNFSF14;TLR4;LTA;PML;BID;G0S2;PYCARD;THBS1;SFRP1;TNFSF12;PPP2R1B;RIPK1;GPER1;TNFSF10;BCL10
Modified Amino Acid Transport (GO:0072337),0.005762894172479981,-0.7026733267045681,-1.9665534699408216,0.0,SLC5A6;SLC16A9;MGST1;NHERF1;SLC46A1;SLC6A20;SLC7A11;SLC6A8;FOLR3;PDPN
Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),0.005701586787666364,-0.6158322118371127,-1.9655345964342594,0.0,ADGRG1;IL12A;DLL1;EMILIN1;TNXB;ITGB1;SMOC2;JCAD;DCN;VTN;ANGPT1;CADM4;SLC48A1;ROBO1;ITGB3;SPRY2
Aortic Valve Morphogenesis (GO:0003180),0.0056415700846382975,-0.5503905660918046,-1.9621080876122023,0.0,EMILIN1;GATA3;SNAI1;BMP4;NANOS3;DLL4;ADAMTS5;SOX9;TWIST1;SNAI2;CDH11;SLIT3;TGFBR2;NOTCH1;AXIN2
T Cell Mediated Immunity (GO:0002456),0.005729719617210771,-0.6588971172388103,-1.96102040145345,0.0,CD46;ZNF395;CADM1;HLA-A;CD70;CTSH;GNL1;CD8A;BTN3A3;BTN3A2;MYO1G
protein-DNA Complex Assembly (GO:0065004),0.005816051633647729,-0.5292450443922685,-1.960777655108013,0.0,POLE3;BAZ1A;H3-3B;H4C15;H3C13;SUPT16H;H2BC14;H2BC13;H2BC17;ASF1B;HMGB2;H2BC9;SOX9;H2BC21;H3C7;SPTY2D1;CHAF1B;CHAF1A;HAT1;H2BC11;H2BC3
Protein N-linked Glycosylation (GO:0006487),0.0057567041679982625,-0.5131768479188767,-1.9598266831759528,0.0,DDOST;RPN2;B4GALT1;UGGT2;TUSC3;ALG9;DPAGT1;FUT3;MOGS;TMEM165;GFPT2;DPM1;FUT6;RPN1;GAL3ST1;MGAT4B;UBE2J1;PGM3;ALG3;MGAT5B;ALG10B;FUT5;FUT4;ALG5;RFT1;SLC39A8;MGAT4A;OST4
Cellular Component Disassembly (GO:0022411),0.0056985556410487845,-0.5391530260324854,-1.9595081077821148,0.0,ADAM15;MMP2;MMP14;FURIN;CTSV;NOXO1;MMP3;ADAMTS5;LAMC1;SMAD7;ADAMTS4;MMP11;ENG;ADAMTS15;NCAPG;CTSK;ADAM8;MMP19;RSPH6A;MMP9;SH3PXD2B;KLK5;MMP1;WASHC1;MMP10;TMPRSS6;GSN
Sphingolipid Biosynthetic Process (GO:0030148),0.006487805597334042,-0.49185405829985684,-1.952586286528258,0.0,KDSR;SPNS2;B3GNT5;ELOVL1;SPHK1;ORMDL1;ST6GALNAC6;SPTSSA;SPTLC1;SGMS2;CERS2;ELOVL5;FUT6;ELOVL7;SAMD8;TLCD3B;SMPD4;GAL3ST1;ALOXE3;ELOVL2;SPTSSB;ST6GALNAC5;ELOVL3;FA2H;SMPD1;GBA1;B4GALT6;PRKD3;FUT4;ST8SIA1;SGMS1;ELOVL6
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),0.006563212722227722,-0.5053347440509159,-1.9515041500312762,0.0,ADAM9;LEFTY1;FURIN;LTBP3;GDF5;PTPRK;ITGB5;ID1;SMAD3;ACVRL1;SMAD7;COL3A1;PXDN;ENG;ITGB1;TSKU;LPXN;TGFBR1;WFIKKN2;COL1A2;TGFBR2;FOS;LRRC32;GDF10;FERMT2;USP15;LRG1;ARRB2;SMAD9;FOXH1;TGFB3;DAB2;SMAD1;SMAD5;USP9X;TGFB2;APPL2;MAP3K7;TGFBR3;SRC
Sympathetic Nervous System Development (GO:0048485),0.006498867499460783,-0.6976746035254593,-1.9501127140046406,0.0,SEMA3F;INSM1;NRP2;GDNF;GATA3;NRP1;SOX4
Proteolysis (GO:0006508),0.006983496949430902,-0.4050734406081451,-1.946538177616196,0.0,F3;ADAM15;CTSL;ERAP1;ADAM9;PLAT;LGMN;MMP2;MMP14;ADAMTS7;FURIN;HTRA2;CTSV;SRGN;APH1A;ADAM12;LAP3;CFH;DHH;TINAGL1;PCOLCE;ADAMTS3;EEF1AKMT4-ECE2;PCSK6;MMP3;RET;THBD;UBD;CTSO;BMP1;CTSB;CPQ;ADAMTS5;CTSW;TRABD2A;ECE1;ACD;OGT;CPA4;CASP7;ADAM33;ADAMTS4;MMP24;AEBP1;ANPEP;CPE;PM20D2;FAM111A;FBXL6;ADAMTS15;CTSC;ADAM17;F12;PCSK4;ADAMTS1;SDE2;CAPN6;PLAU;CTSH;HTRA1;ADAM10;ADAMTS10;NLRP1;WFDC2;CTSK;CTSD;CTRC;SPPL2B;ADAMTS12;PITRM1;ADAM8;ST14;CTSA;CASP2;CAPN5;HTRA3;PAPPA;TLL2;NCSTN;MMP19;PSMB11;NAPSA;PROC;PRSS22;LVRN;ADAMTS2;GGT5;PGA5;PRSS56;FCN3;MMP9;SHH;PCSK5;HTRA4;BACE1;CASP3;ADAMTS8;ENPEP;TMPRSS2;AZU1;CASP8;PRSS33;TPSD1;MMP1;CAPN12;BACE2;HOMER2;PTCH1;PSEN1;FBXL2;CAPN15;NPEPL1;ADAMTS18;CASP4;ADAM11;PCSK7;MMP16;KCTD11;TMPRSS6;ASPRV1
