Term,fdr,es,nes,pval,lead_genes
Icosanoid Biosynthetic Process (GO:0046456),0.025678958862391313,0.5757686724416549,1.8302858125777888,0.0,MUSK;CBR1;PLA2G5;PLA2G4A;PTGDS;CASP1;CYP2C9;AKR1C3;PTGES2;MGST3;PTGIS;ALOX5AP;CYP4A11;MGST2;ALOX5;CYP4A22
Antiviral Innate Immune Response (GO:0140374),0.026056590610367653,0.4904177947475714,1.831170635261506,0.0,IFIT3;TRIM6-TRIM34;OAS3;MX1;ZDHHC11;TRIM25;IFIH1;ZDHHC11B;OAS1;CXCL10;DHX16;CLPB;DUS2;TRAF6;USP18;EIF2AK2;TRIM21;RIGI;DHX15;IFIT1;PHB1;ZBP1
Regulation of Blood Coagulation (GO:0030193),0.025006284338429798,0.5507379327298026,1.8345237367547553,0.0,F2RL1;SERPINE2;SERPINE1;TFPI;PF4;F2R;EPHB2;EMILIN1;THBD;APOE;ST3GAL4;PLAUR
Negative Regulation of Viral Genome Replication (GO:0045071),0.02465465901908628,0.531434299803884,1.8371378372031562,0.0,TRIM6-TRIM34;OAS3;MX1;BST2;SHFL;APOBEC3H;IFIH1;ISG15;OAS1;IFITM1;EIF2AK2;IFI16;APOBEC3D;APOBEC3G;IFIT1;RNASEL;IFITM3;APOBEC3C;RSAD2;BTBD17;PLSCR1;APOBEC3F;TNIP1;OAS2
Glycoside Metabolic Process (GO:0016137),0.023365030701164843,0.7167181742624369,1.842430942841804,0.0,AKR1B10;FUCA2;AKR1C4;AKR1C2;AKR1C1;NAGA;AKR1C3;CBR4
Endoplasmic Reticulum to Cytosol Transport (GO:1903513),0.0235417751050303,0.6545900830829704,1.8431571846039743,0.0,VCP;DERL1;UFD1;SEC61B;SELENOS;HSP90B1;HERPUD1;FAF2;OS9
Negative Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045953),0.023341483177152584,0.6420305892916937,1.844600255731322,0.0,GRB2;TGFB1;CEACAM1;MICA;HLA-B;HLA-F;NECTIN2;HLA-G;HLA-A
Regulation of Leukocyte Chemotaxis (GO:0002688),0.022357092228777162,0.6423416288770974,1.848244881572748,0.0,F2RL1;CAMK1D;EDN3;PTK2B;IL6;SLC8B1;NINJ1
Interleukin-1-Mediated Signaling Pathway (GO:0070498),0.02252600539885916,0.6382530182241148,1.849036988796398,0.0,NFKBIA;MYD88;IRAK2;TNIP2;TRAF6;RPS6KA4;PLCB1;IL1R1;IL1RAP;ST18;IRAK1;MAPK3;IKBKB
Receptor Catabolic Process (GO:0032801),0.022901438822173475,0.6860228669929449,1.8491464357691436,0.0,TGFB1;PCSK9;MVB12A;LGMN;SNX25;NEDD4L;SMURF1;KIF16B;NEDD4;GPRASP1;PIK3R4
Skin Development (GO:0043588),0.022676714623204784,0.4707038104121989,1.849913660879831,0.0,IVL;COL1A2;COL1A1;COL3A1;KRT9;ITGA3;DSPP;SLC2A10;COL5A1;SPRR2G;ANXA1;ASCL4;BCR;DACT2;KRT10;COL5A3;VPS33B;ABCB6;PIP5K1A;AKR1C3;CDSN;ADAM9;DHCR24;CERS3;SPRR2F;EREG;FLG
Cell Junction Maintenance (GO:0034331),0.02285987541233287,0.7126836610641034,1.8526474254762495,0.0,F2RL1;SDF4;F2R;CSF1R;KIRREL1;PARD6A;CD177;DCTN1;CHCHD10
Cellular Catabolic Process (GO:0044248),0.021780685121734703,0.591304002774232,1.8582970757742574,0.0,TGFB1;TRHDE;CPQ;MVB12A;LGMN;ENPEP;SNX25;NEDD4L;SMURF1;KIF16B;NEDD4;ERAP2;CPA4;PIK3R4
Platelet Aggregation (GO:0070527),0.021739147754130838,0.559760154038492,1.8607679877880934,0.018518518518518517,CLIC1;FGA;MYH9;P2RY12;MYL12A;ACTN1;FLNA;ENTPD1;FIBP;PDGFRA;PPIA;UBASH3B;PIK3CG;FGG
Positive Regulation of Locomotion (GO:0040017),0.020819489838339526,0.5498611139272919,1.8656808413011055,0.0,F2RL1;TGFB1;PDGFRB;TREM2;PPM1F;P2RY12;CSF1R;CCL26;SPOCK2;CAVIN1;PDGFRA;RARRES2;CCL21;CCDC25;CXCR3;PHPT1;AKT2;TWIST1;CCR7
Establishment of Protein Localization to Endoplasmic Reticulum (GO:0072599),0.020981825041757374,0.6654091895418691,1.866013914800128,0.0,SEC61A1;SRPRA;SRPRB;SRP54;SEC61G;SPCS2;ZFAND2A;RAB10;SPCS3
Negative Regulation of Endopeptidase Activity (GO:0010951),0.02001317394589142,0.6464924981022788,1.87172568195811,0.0,SERPINE1;TIMP1;SERPINB8;SPOCK2;SPOCK3;SERPINB6;GAPDH;TIMP3;RECK;VTN;BIN1;SERPINB1;SERPINB13
Sterol Transport (GO:0015918),0.0203980426756201,0.5922076985366193,1.8722811449311068,0.02127659574468085,GRAMD1A;LDLR;GRAMD1B;STARD3;ABCG5;LCAT;MSR1;VAPA;OSBPL5;ABCG8;CETP;APOA2;NPC2;STARD3NL;OSBPL2;APOB
Aerobic Respiration (GO:0009060),0.020561663338793522,0.4691955539930463,1.8741465901700871,0.0,LDLR;NDUFA9;SDHB;NDUFB10;ATP5F1C;PCDHGA5;NDUFA6;NDUFB9;NDUFS4;NDUFA12;UQCRC1;NDUFS5;NDUFA13;NDUFB2;NDUFS7;NDUFA8;NDUFS2;NDUFB8;SURF1;CHCHD10;NDUFV1;NDUFB7;UQCRH;NDUFV3;NDUFA1;ATP5F1D;IDH3A;OGDH;UQCRB;BLOC1S1;NDUFS8;NDUFB11;SUCLG1;UQCRC2;SDHA;MTFR1;NDUFA11;NDUFAB1;NDUFC2;NDUFB4;NDUFS6;NDUFC1;NDUFS3;NDUFA3;SLC25A14;NDUFS1;IDH3B;DLAT;NDUFB6;NDUFA7;SDHAF2
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),0.020490761051418376,0.42977095414279803,1.8765442587562877,0.0,F2RL1;HTR2B;TGFB1;CARD10;TLR4;CD40;CLEC7A;IKBKE;FADD;BST2;SHISA5;ECM1;TFRC;F2R;TRIM25;GPRC5B;TNFRSF1A;MYD88;TRIM22;IRAK2;TRAF5;TNIP2;TNFSF10;CASP1;LIMS1;LTBR;TNFSF11;TRAF6;EDAR;NEK6;RIPK1;TRAF3IP2;LGALS1;CCDC22;CASP8;TLR7;ALPK1;TNFRSF19;CARD16;IL1R1;DHX15;FLNA;RHOC;CC2D1A;GPR89A;LTB;TRIM5;GAPDH;RHOA;IL1A;LITAF;PRKN;JMJD8;SECTM1;VAPA;IRAK1;TNFSF15;DDX1;TRIM38;CX3CL1;FLOT1;LRRC19;CANT1;HMOX1;TICAM1;CD40LG;TMED7-TICAM2;IKBKB;PPP5C;LGALS9;SHARPIN;CCL21;IKBKG;CD74
Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156),0.019924989737873808,0.4936440039438705,1.8808009099710743,0.0,PTPRT;CNTN6;CEACAM1;CDH17;SDK2;CDH13;HMCN1;BSG;CD84;NECTIN2;AMIGO2;TENM3;MYPN;ROBO4;PLXNB3;SDK1;DSCAM;PTK7;PCDHB6;PLXNB2;ROBO2
Regulation of Plasminogen Activation (GO:0010755),0.01958675688738521,0.6970555966548476,1.8836874242028547,0.0,SERPINE2;SERPINE1;ENO1;CTSZ;PLAT;MELTF;S100A10;PLAUR;RUNX1;PLAU
Prostaglandin Metabolic Process (GO:0006693),0.01923413114964178,0.5510489817561911,1.8866360652921002,0.0,GSTP1;PLA2G4A;DAGLB;PTGDS;AKR1C4;PTGES;AKR1C2;AKR1C1;PTGR1;AKR1C3;PRXL2B;PTGIS;CD74;PTGS1
Positive Regulation of Neutrophil Chemotaxis (GO:0090023),0.019652264435503556,0.6442988994858534,1.8892615446375323,0.0,CXCL8;CAMK1D;MCU;RAC2;MOSPD2;RNASE1;THBS4;CCL21;CD74;NCKAP1L
Protein Exit From Endoplasmic Reticulum (GO:0032527),0.019285422166040823,0.5859223295026996,1.8929464813311512,0.0,VCP;DERL1;UFD1;SEC61B;SELENOS;HSP90B1;HERPUD1;SEC13;LMAN1;FAF2;OS9;RANGRF;TMED9
Response to Interferon-Alpha (GO:0035455),0.018080083280663274,0.6434379881836932,1.903621554293727,0.0,LAMP3;MX2;BST2;AXL;KLHL20;OAS1;IFITM1;EIF2AK2;IFNAR2;GAS6
Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379),0.017659616227624592,0.5366376296802178,1.9071734214688323,0.0,GRB2;F2RL1;TGFB1;CBR1;TLR4;CLEC7A;PID1;GSTP1;PDGFRB;PARK7;RIPK1;AKR1C1;MAPT;PRKCE;DHRS4;CD177;AKR1C3;ACOD1;GADD45A;ROMO1;PLCG2;APP;SYK;AGXT;SOD1;FASN
Regulation of Neutrophil Chemotaxis (GO:0090022),0.01808008328066327,0.6098086528742515,1.9072294710050983,0.0,CXCL8;CAMK1D;MCU;TNFAIP6;DPP4;JAM3;RAC2;MOSPD2;RNASE1;THBS4;CCL21;CD74;NCKAP1L
Positive Regulation of Response to External Stimulus (GO:0032103),0.018521060921655057,0.4304105529930985,1.9077247347160549,0.0,F2RL1;PLG;TGFB1;AIM2;TLR4;SETD4;FADD;SERPINE1;TLR3;PDGFRB;NFKBIA;GPRC5B;TNFRSF1A;PLAT;OPTN;TREM2;SIGLEC16;PPM1F;TNFSF4;P2RY12;BMP6;PLA2G2A;CASP1;CCL26;PRKCA;EMILIN1;NMI;CCM2;TRIM56;LY96;RIPK1;CASP4;GBP5;LGALS1;SLC15A4;TLR7;THBD;CASP12;PDGFRA;ZBP1;CCR2;NINJ1;RARRES2;CCL3;IL16;LY86;ACOD1;PLSCR1;CAMK2N1;CX3CL1;EREG;IFI35;VTN;TNIP1;IL15;PLAU;CD180;NLRP1;CCL21;APP;RNF185;TSLP;APOH
Neutrophil Chemotaxis (GO:0030593),0.018381418002007658,0.5536374422421353,1.9126544087023232,0.0,CXCL8;CLSTN1;EDN3;CKLF;PF4;PPIB;CXCL10;TREM1;SAA2;PIP5K1C;CXCL13;PPIA;SRP54;CCL3;PTGES2;PIK3CG;TGFB2;CD300H;JAML
Heart Process (GO:0003015),0.018543675159654636,0.7212634159747743,1.9164683717651114,0.0,ZNHIT1;NOX4;FYN;GPX1;SGCD;TNNI3;RANGRF;PPCS;SGCG
Regulation of Viral Life Cycle (GO:1903900),0.01839727772418368,0.6652589271695891,1.9194275885096992,0.0,LAMP3;AXL;TRIM25;CD209;NECTIN2;CLEC4G;TRIM5;PPIA;IL32;TRIM38
Negative Regulation of Blood Coagulation (GO:0030195),0.017591432381185886,0.5757892199785692,1.9209981508983862,0.0,PLG;FGA;SERPINE2;SERPINE1;TFPI;PF4;PLAT;C1QTNF1;THBD;APOE;PDGFRA;CPB2;FGG;KRT1;VTN;PLAU;APOH
Neutrophil Migration (GO:1990266),0.01808008328066327,0.5319185098571492,1.9215788067705064,0.0,CXCL8;CLSTN1;EDN3;CKLF;PF4;PPIB;CXCL10;TREM1;SAA2;PIP5K1C;CXCL13;CD177;PPIA;SRP54;CCL3;PTGES2;PIK3CG;TGFB2;CD300H;JAML
Receptor Internalization (GO:0031623),0.01859665708868222,0.5487557748282119,1.922330811615076,0.0,CXCL8;GRB2;CEACAM1;MX2;MX1;DNM2;TFRC;CALCA;RNF7;DNM1;PICALM;CD9;CD81;DNM3;ARRB2;NEDD4L;CAV3;RAMP1;NEDD4;DRD3;LILRB1;CLTC;AP2M1;RALB;SYK
Regulation of Bone Resorption (GO:0045124),0.014534968911905767,0.5576019046463226,1.943782939751493,0.0,CALCA;RUFY4;CSF1R;PRKCA;TNFSF11;IL6;DCSTAMP;GPR137B;SIGLEC15;UBASH3B;SRC;TMEM119;P2RX7;ARAP1;TNFAIP3;GPR137;SYK
Endodermal Cell Differentiation (GO:0035987),0.01497542251529685,0.5731732792709872,1.9460357316414327,0.0,COL11A1;ITGB5;MMP2;INHBA;LAMB3;LAMA4;FN1;MMP14;ITGA4;COL6A1;ITGA5;COL7A1
Response to Interferon-Beta (GO:0035456),0.013936730862177936,0.6164064279475917,1.9569307953376818,0.0,AIM2;TRIM6-TRIM34;IKBKE;BST2;SHFL;OAS1;IFITM1;IFI16;IFNAR2;MNDA;NDUFA13;XAF1;IFITM3;STAT1;PLSCR1;IFNAR1;CALM1;PNPT1
Mitochondrial Translation (GO:0032543),0.01399748383019092,0.4952769206267026,1.9585549248261718,0.0,HARS1;MRPL55;MRPL46;MRPL17;MRPL50;MRPL32;MRPL35;MRPL24;MRPS15;MRPL11;MTIF2;MRPL54;MRPL16;MRPL14;GADD45GIP1;MRPL45;MRPS18C;MRPL3;MRPL36;MRPL52;MRPL30;MRPL1;TSFM;MTG1;MRPL51;MRPS26;MRPS24;MRPS9;GATB;GATC;MRPL57;MRPL37;MRPS17;MRPS31;LARS2;MRPL48;MRPS34;MRPL39;MRPS18A;MRPS27;MRPS5;MRPL34;PTCD3;MRPS21;MRPL43;MRPL15;MRPL20;FASTKD2;MRPS18B;MRPL58;MRPL23;MRPL21;MRPS11;MRPS7;MRPL41;MTIF3;MRPL9;MRPS16;MRPL12;MRPS33;MRPS2;CHCHD1;MRPL4;TUFM;MRPL47;MRPL18;MRPL33;EARS2;MRPS10;MRPS22
"Retrograde Protein Transport, ER to Cytosol (GO:0030970)",0.014464066624530618,0.6559806311232166,1.9596514672484617,0.0,VCP;DERL1;UFD1;SEC61B;SELENOS;HM13;HSP90B1;HERPUD1;FAF2;OS9
Leukocyte Cell-Cell Adhesion (GO:0007159),0.010806486558557357,0.5873705786374174,1.9783203843465502,0.0,OLR1;CALCA;ITGA4;CERCAM;MSN;CD209;NT5E;CLEC4M;CD177;ICAM1;CD40LG;TNIP1;SELENOP;LRG1
Peptide Hormone Processing (GO:0016486),0.011192432507077263,0.5996580998653478,1.979026515262615,0.0,BACE2;CTSZ;PCSK2;DPP4;PCSK1;BCHE;P4HB;ENPEP;ECE1;YIPF5;CTSL;PCSK5;SLC30A5;MEP1A;PCSK7;ATP6AP2;CTSG;SCG5
Response to Cytokine (GO:0034097),0.011160545234977327,0.46795126576261803,1.9808932435049118,0.0,MMP12;SMPD1;SHMT2;LAMP3;MX2;SP100;PID1;IKBKE;MX1;BST2;TIMP1;SHFL;SERPINA3;MYD88;IRAK2;COL3A1;ISG15;KLHL20;BCL2L1;CHI3L1;CSF1R;RELB;HDAC4;PRKCA;IFITM1;TRAF6;CALCOCO2;EIF2AK2;TRIM56;TIMP4;RIPK1;TRIM21;HCLS1;CASP8;IFNAR2;IL1R1;NUB1;IL23R;DNAJA3;XAF1;TIMP3;PML;RHOA;MCL1;IFITM3;ADAM9;STAT1;IRAK1;OSMR;SRC;PLSCR1;TIMP2;ADAR;KYNU
Regulation of Endopeptidase Activity (GO:0052548),0.009271837579827318,0.6862680937948797,1.9899818959199649,0.0,SERPINE1;TIMP1;SERPINB8;SPOCK2;PRELID1;SPOCK3;PSENEN;SERPINB6;GAPDH;NRDC;VTN;SERPINB1;SERPINB13
Positive Regulation of Positive Chemotaxis (GO:0050927),0.00819630442056735,0.6842347994994155,1.997771637969144,0.0,CXCL8;F2RL1;SCG2;PGF;CDH13;NTRK3;VEGFD;VEGFB
Prostanoid Metabolic Process (GO:0006692),0.008035592569183677,0.6738115992244632,2.0100908394388886,0.0,CBR1;GSTP1;PTGDS;AKR1C4;PTGES;AKR1C2;AKR1C1;PTGR1;AKR1C3;PTGES2;MGST3;PTGIS
Cellular Respiration (GO:0045333),0.007336845389254661,0.4910315443171372,2.017346981854846,0.0,COX6A1;NDUFA9;SDHB;NDUFB10;COX7A2;PCDHGA5;NDUFA6;NDUFB9;COX4I1;NDUFS4;NDUFA12;UQCRC1;COX8A;NDUFS5;NDUFA13;COX7B;NDUFB2;NDUFS7;MTLN;NDUFA8;NDUFS2;NDUFB8;SURF1;NDUFV1;NDUFB7;UQCRH;NDUFV3;NDUFA1;ETFB;UQCRB;BLOC1S1;NDUFS8;COX6C;NDUFB11;UQCRC2;UQCR11;UQCRQ;CHCHD5;SDHA;UQCRFS1;MTFR1;NDUFA11;NDUFAB1;NDUFC2;NDUFB4;COX6B1;UQCR10;COX5A;NDUFS6;NDUFC1;NDUFS3;NDUFA3;COX7C;SLC25A14;NDUFS1;CCNI
Negative Regulation of Peptidase Activity (GO:0010466),0.00767033836149351,0.663004938266669,2.0203951886400406,0.0,SERPINE1;ECM1;TIMP1;SERPINB8;SPOCK2;SPOCK3;SERPINB6;GAPDH;CST3;TIMP2;VTN;CSTB;SERPINB1;UBXN1;SERPINB13
Granulocyte Chemotaxis (GO:0071621),0.0051657380801895065,0.5504486370298153,2.0380427437274458,0.0,CXCL8;SCG2;CLSTN1;EDN3;CKLF;PF4;BSG;PPIB;CXCL10;CCL26;TREM1;ANXA1;CCL7;SAA2;PIP5K1C;CXCL13;PPIA;SRP54;CCL3;PTGES2;CCL4;CCL24;PIK3CG;TGFB2;CD300H;CX3CL1;JAML;CXCL5;CCL21;CCL2
Collagen Fibril Organization (GO:0030199),0.0036160166561326535,0.6366354906589334,2.063767280419721,0.0,COL11A1;LUM;SERPINH1;LOX;COL1A2;PXDN;P4HA3;COL1A1;P3H4;COL3A1;PLOD3;LOXL1;PLOD2;P4HA1;DPT;BMP1;COL5A1;COL5A3;ADAMTS2;PLOD1;OPTC;DDR2;TGFB2;COL14A1
Ribosomal Small Subunit Assembly (GO:0000028),0.0019031666611224493,0.7646099730927686,2.0943942937824507,0.0,RPS27;RPS14;RPS19;RPS15;PWP2;RPS28;RPSA2;RCC1L;FAU;RPSA;RPS5
Extracellular Structure Organization (GO:0043062),0.002008898142295919,0.5109212271535769,2.1088377938893217,0.0,ADAMTS16;MMP12;COL11A1;MMP3;COL8A2;POSTN;COL13A1;SMOC2;TGFBI;MMP2;COL1A2;PXDN;COL24A1;COL3A1;HPSE2;MMP14;COL27A1;MMP17;CCDC80;COLQ;SPOCK2;COL7A1;COL4A1;ITGA2;COL23A1;COL5A3;ADAMTS2;COL6A6;COL9A3;MMP23B;OTOL1;MMP11;ADAMTS10;ADAMTS12;MMP16;COL10A1;ADAMTS7;MMP13;RECK;COL14A1;MMP28;LRP12;MMP1;COL8A1;COL16A1;APLP1;COL4A2;ADAMTS17;APP
tRNA Aminoacylation for Protein Translation (GO:0006418),0.0021270686212545025,0.6396035954599296,2.1100321361852123,0.0,DTD1;GARS1;HARS1;MARS1;VARS1;SARS1;NARS2;CARS1;YARS1;DARS1;KARS1;WARS1;TARS1;PARS2;EPRS1;NARS1;LARS1;FARS2;IARS1;LARS2;FARSB;TARS2
"Mitochondrial Electron Transport, NADH to Ubiquinone (GO:0006120)",0.0015066736067219392,0.6278997300173869,2.128763301393322,0.0,NDUFA9;NDUFB10;NDUFA6;NDUFB9;NDUFS4;NDUFS5;NDUFB2;NDUFS7;NDUFA8;NDUFS2;NDUFB8;NDUFV1;NDUFB7;NDUFV3;NDUFS8;NDUFAB1;NDUFC2;NDUFB4;NDUFS6;NDUFC1;NDUFS3;NDUFA3;NDUFS1;NDUFB6;NDUFAF1;NDUFA7
Ribosome Assembly (GO:0042255),0.0016071185138367351,0.6183001660550347,2.1330454928268594,0.0,RPS27;MPV17L;RPL11;RPS14;RPS19;RPS15;RRS1;PWP2;EFL1;EIF5B;RPS28;RPSA2;NOP53;ERAL1;VCX;FAU;RPSA;RPS5;C1QBP;NGRN;RPL5
Positive Regulation of Chemotaxis (GO:0050921),0.0,0.6204133482267014,2.1676677734635845,0.0,F2RL1;TGFB1;EDN3;PRKD2;SMOC2;FGFR1;CDH13;PDGFRB;TREM2;P2RX4;PPM1F;P2RY12;NTRK3;CCL26;LGMN;DSCAM;IL6;PDGFRA;CCR2;RARRES2
Defense Response to Virus (GO:0051607),0.0,0.4725253397477137,2.1800746180265467,0.0,F2RL1;IFIT3;IFI44L;ATG7;MICA;AIM2;MX2;SAMHD1;TRIM6-TRIM34;OAS3;IKBKE;MX1;FADD;BST2;TLR3;ZDHHC11;SHFL;TRIM25;MYD88;APOBEC3H;PQBP1;IFI6;IFIH1;ISG15;ZDHHC11B;OAS1;BCL2L1;CXCL10;BPIFA1;NLRC5;CASP1;AZIN2;DHX16;CLPB;GBP2;IRF7;IFITM1;DUS2;STAT2;TRAF6;USP18;RTP4;DDX60;BNIP3;EIF2AK2;IFI16;TRIM56;TRIM21;IFI27;RIGI;GBP5;APOBEC3D;APOBEC3G;IFNAR2;TLR7;RNASE1;DHX15;IL6;IFIT1;TRIM5;PHB1;ZBP1;UXT;PML;MOV10;RNASEL;IFITM3;APOBEC3C;ACOD1;STAT1;TRIM28;IFNL4;RSAD2;RPSA
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.0,0.6613540978766507,2.226465241923139,0.0,PTK2;PRKD2;PGF;FYN;VAV2;FLT1;CLEC14A;PTK2B;VEGFD;SULF1;VEGFB;XBP1;SRC
Extracellular Matrix Organization (GO:0030198),0.0,0.5099696699522756,2.226944208968252,0.0,ADAMTS16;PLG;MMP12;COL11A1;TGFB1;LUM;MMP3;COL8A2;POSTN;COL13A1;SMOC2;TGFBI;SH3PXD2B;SERPINH1;QSOX1;LOX;MMP2;COL1A2;PXDN;P4HA3;COL24A1;COL1A1;HMCN1;P3H4;COL3A1;HPSE2;MMP14;PLOD3;COL27A1;LOXL1;PLOD2;P4HA1;DPT;CTSS;BMP1;MMP17;COL5A1;CCDC80;COLQ;SPOCK2;ENG;CREB3L1;COL7A1;COL4A1;ITGA2;COL23A1;COL5A3;ADAMTS2;COL6A6;GAS6;COL9A3;PLOD1;MMP23B;OTOL1;MMP11;ADAMTS10;TOX4;ADAMTS12;MMP16;COL10A1;GSN;ADAMTS7;OPTC;DDR2;MMP13;RECK;TGFB2;COL14A1;KLK4;MMP28;FLOT1;LRP12;CTSK;MMP1;CRTAP;COL8A1;COL16A1;APLP1;COL4A2;ADAMTS17;LOXL2
External Encapsulating Structure Organization (GO:0045229),0.0,0.5413989988004552,2.240085013961599,0.0,ADAMTS16;MMP12;COL11A1;MMP3;COL8A2;POSTN;COL13A1;SMOC2;TGFBI;MMP2;COL1A2;PXDN;COL24A1;COL3A1;HPSE2;MMP14;COL27A1;HRNR;MMP17;CCDC80;COLQ;SPOCK2;COL7A1;COL4A1;ITGA2;COL23A1;COL5A3;ADAMTS2;COL6A6;COL9A3;MMP23B;OTOL1;MMP11;ADAMTS10;ADAMTS12;MMP16;COL10A1;ADAMTS7;MMP13;RECK;COL14A1;MMP28;LRP12;MMP1;COL8A1;COL16A1;APLP1;COL4A2;ADAMTS17;APP
Collagen Catabolic Process (GO:0030574),0.0,0.6826251723958708,2.2758447171385936,0.0,MMP12;MMP3;MRC2;MMP2;MMP14;CTSS;MMP17;CTSB;CTSL;MMP23B;MMP11;MMP16;MMP13;MMP28;CTSK;MMP1
Proton Motive Force-Driven ATP Synthesis (GO:0015986),0.0,0.6124128811355758,2.346877492181184,0.0,NDUFA9;SDHB;NDUFB10;ATP5F1C;ATP5PO;NDUFA6;NDUFB9;NDUFS4;NDUFA12;NDUFS5;NDUFA13;ATP5MJ;NDUFB2;NDUFS7;NDUFA8;NDUFS2;NDUFB8;ATP5MK;ATP5ME;NDUFV1;NDUFB7;NDUFV3;NDUFA1;ATP5F1D;ATP5MG;NDUFS8;NDUFB11;ATP5F1E;ATP5MC1;SDHA;NDUFA11;NDUFAB1;NDUFC2;NDUFB4;ATP5F1B;NDUFS6;NDUFC1;NDUFS3;NDUFA3;ATP5MC3;NDUFS1;ATP5PB;ATP5MF;NDUFB6;NDUFA7
Oxidative Phosphorylation (GO:0006119),0.0,0.6407392810682326,2.4060818543207243,0.0,NDUFA9;SDHB;NDUFB10;ATP5F1C;ATP5PO;NDUFA6;NDUFB9;NDUFS4;NDUFA12;UQCRC1;NDUFS5;NDUFA13;NDUFB2;NDUFS7;NDUFA8;NDUFS2;NDUFB8;ATP5ME;CHCHD10;NDUFV1;NDUFB7;UQCRH;NDUFV3;NDUFA1;ATP5F1D;UQCRB;ATP5MG;NDUFS8;NDUFB11;UQCRC2;ATP5F1E;SDHA;NDUFA11;NDUFAB1;NDUFC2;NDUFB4;ATP5F1B;NDUFS6;NDUFC1;NDUFS3;NDUFA3;NDUFS1;ATP5PB;ATP5MF;NDUFB6;NDUFA7
Aerobic Electron Transport Chain (GO:0019646),0.0,0.6188996554981367,2.409622000010712,0.0,COX6A1;NDUFA9;SDHB;NDUFB10;COX7A2;NDUFA6;NDUFB9;COX4I1;NDUFS4;UQCRC1;COX8A;NDUFS5;COX7B;NDUFB2;NDUFS7;NDUFA8;NDUFS2;NDUFB8;NDUFV1;NDUFB7;COX6A2;UQCRH;NDUFV3;NDUFA1;UQCRHL;UQCRB;NDUFS8;COX6C;UQCRC2;UQCR11;UQCRQ;SDHA;UQCRFS1;NDUFAB1;NDUFC2;NDUFB4;COX6B1;UQCR10;COX5A;NDUFS6;NDUFC1;NDUFS3;NDUFA3;COX7C;NDUFS1;NDUFB6;NDUFAF1;NDUFA7;SDHAF2
Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),0.0,0.6473546631055765,2.4289094521853456,0.0,NDUFA9;SDHB;NDUFB10;ATP5F1C;ATP5PO;NDUFA6;NDUFB9;NDUFS4;NDUFA12;NDUFS5;NDUFA13;NDUFB2;NDUFS7;NDUFA8;NDUFS2;NDUFB8;ATP5ME;NDUFV1;NDUFB7;NDUFV3;NDUFA1;ATP5F1D;ATP5MG;NDUFS8;NDUFB11;ATP5F1E;SDHA;NDUFA11;NDUFAB1;NDUFC2;NDUFB4;ATP5F1B;NDUFS6;NDUFC1;NDUFS3;NDUFA3;NDUFS1;ATP5PB;ATP5MF;NDUFB6;NDUFA7
Macromolecule Biosynthetic Process (GO:0009059),0.0,0.5383283774841608,2.430800517008761,0.0,EXT2;DTD1;RRBP1;INHBA;RPS3;RPL19;RPL23A;RPS8;RPL27A;RPS21;HARS1;NOX4;RPS27;MRPL55;RPS7;RPS15A;RPL28;RPL11;GTPBP2;RPS14;SARS1;RPL36;RPS19;RPS6;RPL35;COL5A1;DARS1;RPS15;RPS23;WARS1;MRPL32;RPL8;RPL29;RPS18;RPL23;MRPL35;RPS13;RPS17;RPS25;MRPL24;RPL18A;RPL26;RPS2;MRPS15;RPS16;RPS10;EXT1;MRPL11;RPS29;RPS28;RPL36A;RPL7A;EEF1D;RPL38;RPL3;RPL18;RPL10A;APOE;RPS4X;RPL31;RPS27A;RPL32;MRPS18C;ST3GAL4;RPL22;MRPL3;RPS20;RPL21;MRPL36;RPL7;EEF1A1;GCNT1;MRPL52;MRPL30;RPL37A;RPL13A;RPL39;RPL14;FAU;RPS26;SRBD1;RPL37;RPS11;RPSA;RPS5;TSFM;RPL35A;RPL5;RPS3A;RPL41;MRPL51;RPLP2;EEF1A2;RPL27;MRPL37;TNIP1;ABCC6;MRPS17;RPL9;RPL34;RPS12;RPLP0;RPLP1;FARSB;EEF2;MRPS34;RPL4;RPL15;MRPS18A;RPS6KB2;MRPS5;MRPL34;RPS9;RPL6;RPS24;MRPS21;MRPL43
