Term,fdr,es,nes,pval,lead_genes
Regulation of Cardiac Muscle Cell Action Potential (GO:0098901),0.02458209132693435,-0.5395377371909063,-1.8506519329330575,0.0,HCN4;PKP2;NOS1AP;HCN1;DLG1;TBX18;TMEM161B;CACNA1C;RYR2;FGF13;GJA5
Positive Regulation of Transcription Initiation by RNA Polymerase II (GO:0060261),0.02464102833752639,-0.4639890409866245,-1.8454650323934425,0.0,MED12;TAF1;TAF2;MED7;MED14;TBP;NKX2-5;MED16;MED20;MED6;MED25;MED28;MED4;GTF2A1;MED21;KAT8;TAF4;TAF8;MED9;MED11;SRF;MED23
Regulation of Chromosome Organization (GO:0033044),0.024698393694502642,-0.44737262607338785,-1.844272752630832,0.0,ACTR8;YLPM1;NFRKB;BUB1;MCRS1;RB1;SLF2;SMG1;SLF1;SMC6;SMG5;UPF1;SETMAR;RMI2;XRCC5;INO80;TERF2
DNA Integrity Checkpoint Signaling (GO:0031570),0.02551591865026229,-0.4476639691276935,-1.8405893671480833,0.0,TP53BP1;DNA2;CDC5L;RHNO1;USP28;ERCC6;INTS7;RRAD;ATM;TOPBP1;CLSPN;CHEK1;HUS1;CDC6;SETMAR;UFL1;H2AX;RPA4;BRIP1;DOT1L;PRPF19
Cell Cycle G2/M Phase Transition (GO:0044839),0.025560431786112725,-0.4571272152180216,-1.8396074716395494,0.0,KHDRBS1;USP22;CDK14;FBXL7;TAF2;CCNB1;CDC25C;AURKB;LATS1;LCMT1;PLCB1;AURKA;MELK;CCNA2;CCDC57;PLK1;CDC25A
Mitochondrial Gene Expression (GO:0140053),0.02523273394270102,-0.44990015631836655,-1.8377429636906453,0.0,QRSL1;MRPS2;MRPS27;TEFM;FASTKD2;MRPS16;FASTKD1;MRPL58;OXA1L;MRPL44;FASTKD5;MRPL21;MRPL16;MRPS22;MRPL12;MRPS35;MRPL57;MRPS18A;MRPL40;MRPL34;MRPL15;MRPS25;MRPL9;MRPL3;POLRMT;MRPL37;MRPS31;MRPL47;MRPL35;MRPS30;MRPL23;FASTKD3;MRPS18B;MRPL45;MRPL41;MRPL1;MRPL38;MRPL43;MRPL11;TBRG4;LARS2;MRPL14;MRPS9;GATB;CHCHD1;FOXO3;MRPL54;MRPS24;MRPL39;GADD45GIP1;MRPL36;MRPL4;MTERF4;MRPL19;MRPL17;MRPS11;MRPS23
Mitotic G2/M Transition Checkpoint (GO:0044818),0.024913332247223793,-0.45580945185280347,-1.8374149654672158,0.0,BARD1;INIP;TAOK1;DTL;FZR1;UIMC1;INTS3;FOXN3;TICRR;ATM;CDPF1;TOPBP1;CLSPN;RAD50;ETAA1;CHEK1;TAOK2;HUS1;BRCC3;CDC6;NAE1;BRCA1;SLC25A15;PLK1;PABIR1
Protein Sumoylation (GO:0016925),0.026410879976055075,-0.4370724308996551,-1.8333259117923126,0.0,PIAS1;ZBED1;ZMIZ1;PIAS4;SLF2;KIAA1586;SLF1;SUMO2;SMC6;RANBP2;PIAS2;SENP1;EYA1;SENP2;UBA2;UBE2I
Protein K6-linked Ubiquitination (GO:0085020),0.02679947232476415,-0.6180300934352758,-1.8301436259031651,0.0,WDR24;RNF144A;UBE2T;UBE2D3;UBE2D4;RNF8;UBE2S;BRCA1;RNF14;PRKN
Atrioventricular Valve Morphogenesis (GO:0003181),0.02647264949153532,-0.6001533932231733,-1.829912077781826,0.0,GATA4;BMPR1A;SMAD4;BMP2;SMAD6;HEY2;BMPR2;ZFPM1;TGFB2;MDM4;EFNA1
Spindle Assembly Checkpoint Signaling (GO:0071173),0.02553832068595172,-0.4854909794451179,-1.829457142244954,0.0,BUB1;KLHL22;SPC25;BUB1B;KCNN4;CENPF;TPR;ZNF207;HASPIN;TTK;NUF2;ZW10;PLK1;BUB3;SPC24;NDC80
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),0.02553832068595172,-0.4854909794451179,-1.829457142244954,0.0,BUB1;KLHL22;SPC25;BUB1B;KCNN4;CENPF;TPR;ZNF207;HASPIN;TTK;NUF2;ZW10;PLK1;BUB3;SPC24;NDC80
Mitotic Spindle Checkpoint Signaling (GO:0071174),0.02553832068595172,-0.4854909794451179,-1.829457142244954,0.0,BUB1;KLHL22;SPC25;BUB1B;KCNN4;CENPF;TPR;ZNF207;HASPIN;TTK;NUF2;ZW10;PLK1;BUB3;SPC24;NDC80
Protein Import Into Nucleus (GO:0006606),0.025914466494504504,-0.42892633784932355,-1.8254499704026805,0.0,PRICKLE1;NUP214;NPAP1;IPO11;NUP62;KPNA6;IPO8;RANBP17;KPNB1;CSE1L;APPL1;NUP35;NUP98;TPR;STK24;KPNA3;KPNA2;RANBP2;IPO13;NUP155;MMAB;EIF4ENIF1;KPNA5;APPL2;STAT3;FAM53B;SYK;KPNA1;NUP93;TNPO3;PPP1R10;RGPD3;MAP4K5;NUP88;IPO9;RGPD5;KPNA4;RPAIN;IPO7;POM121C;HIKESHI;RGPD4;AKIRIN2;NUP133;POM121;SEC13;NUP188;RGPD8;PHB2
Positive Regulation of Purine Nucleotide Catabolic Process (GO:0033123),0.026641111806481457,-0.5708227688716516,-1.822792050387072,0.0,INSR;PRKAA2;MTOR;RPTOR;P2RX7;HIF1A;PRXL2C;MLST8;GAPDHS;PRKAA1;MIA3;IGF1;SLC4A4;PSEN1;ZBTB20
Positive Regulation of Glycolytic Process (GO:0045821),0.026641111806481457,-0.5708227688716516,-1.822792050387072,0.0,INSR;PRKAA2;MTOR;RPTOR;P2RX7;HIF1A;PRXL2C;MLST8;GAPDHS;PRKAA1;MIA3;IGF1;SLC4A4;PSEN1;ZBTB20
Pulmonary Valve Morphogenesis (GO:0003184),0.026992187631369197,-0.5299445224295743,-1.8157585194862158,0.0,TBX20;SMAD6;ROBO1;GJA5;HEY2;ROBO2;TGFB2;HEYL;NOTCH2;SLIT2
Positive Regulation of Double-Strand Break Repair (GO:2000781),0.02701386810336227,-0.4173509427157684,-1.811992343566549,0.0,TRRAP;DPF3;EPC2;KMT5B;ARID2;ARID1A;CREBBP;ARID1B;SPIRE1;SMARCC2;SMARCE1;PBRM1;PIAS4;EP400;SMCHD1;YEATS4;ERCC6;EPC1;SMARCD1;DPF2;MEAF6;SMARCA4;WDR48;SLF2;SLF1;ATM;SMARCC1;PRKDC;RAD50;KAT5;SMARCB1;RNF8;SETMAR;BCL7B;SMARCA2;MRGBP;HELQ;BRD7;SIRT1;MBTD1
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),0.028625370439198633,-0.6619175775280817,-1.8051317034313739,0.0,SCN5A;HCN4;SLC8A1;CACNA1D;CACNA1C;KCNJ2;CACNB2
Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491),0.02925803261194904,-0.5033167193816587,-1.8023347036053072,0.0,ERBB2;PIK3R1;PTEN;PIK3R3;NF1;PIK3R2;PIK3CB;PDPK1;MKRN2;GAB2;IGF1R;PIK3CA;NYAP2;IRS1;STAT3;ZFP36L1;FCGR3B;PIK3C2B
Neuron Migration (GO:0001764),0.02987708914657578,-0.39920666504699964,-1.8002679020760377,0.0,AUTS2;DCX;CELSR1;USP9X;NAV1;POMGNT2;RELN;MARK2;MARK1;ADGRL3;PAFAH1B1;DCC;FGF13;SEMA3A;ABI2;TUBGCP2;SEMA3E;RAPGEF2;NRP1;SEPTIN14;DISC1;MAP1B;SPOCK1;SDCCAG8;LRP12;ELP3;NEO1
miRNA Processing (GO:0035196),0.02986715660364141,-0.4616549344197306,-1.7991478450686471,0.0,AGO4;ZC3H7A;PUM1;AGO2;AGO1;TUT4;SRSF3;PUM2;NCBP1;DROSHA;DICER1;DGCR8;SMAD1;AGO3
Replication Fork Processing (GO:0031297),0.032294774649884214,-0.47880738819775437,-1.7895039323543849,0.0,EXD2;FBH1;ATRX;BARD1;DNA2;GEN1;RAD51;MMS22L;FANCM;SMARCAL1;BOD1L1;RAD50;WRN;ETAA1;EXO1;SETMAR;ZRANB3;PRIMPOL;ASF1A;BRCA1
Regulation of DNA Damage Checkpoint (GO:2000001),0.03256135887458845,-0.6705201595396363,-1.7875037086424297,0.0,BARD1;BRD4;TTI2;RAD51;POLR1B;FEM1B;TTI1;ETAA1;BRCC3;WDR76;BRCA1
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),0.03431437590449184,-0.42660987077686463,-1.782022385351057,0.0,SMG7;CNOT2;THRAP3;PATL1;PARN;CNOT6L;PNRC1;XRN1;TUT4;CNOT1;CNOT4;NCBP1;XRN2;TENT2;CNOT6;EXOSC6;MTPAP;CNOT11;SMG9;SMG1;CNOT3;EXOSC5;ATM;DCPS;SMG5;NBAS;UPF1;RC3H2;EIF3E;SAMD4A;SKIC3;DIS3L2;PNRC2;CNOT10;RNPS1;NT5C3B;TUT7;ZFP36L1;CNOT7
Cardiac Conduction System Development (GO:0003161),0.03573627595306306,-0.5797109372023287,-1.779074884378837,0.0,SCN5A;HCN4;GATA4;BMPR1A;SMAD4;TBX5;NKX2-5;SHOX2;GATA6;TBX18;MAML1;SMAD1;GJA5;HEY2;GJA1;SMAD5
Mitotic Spindle Assembly (GO:0090307),0.036837092868221274,-0.4552314713168007,-1.776614769066042,0.0,LSM14A;CLASP1;MAP10;RACGAP1;KIF23;SMC3;CEP192;KPNB1;KIF4A;CLASP2;STAG2;TPX2;ZNF207;AURKB;INCENP;KIF11;ABRAXAS2;CDCA8;MAP9;KIFC1;KIF3B;WRAP73;PIBF1;GOLGA2;SMC1A;KIF2A;ABRAXAS1
snRNA 3'-End Processing (GO:0034472),0.03675815624064651,-0.521562787668931,-1.7753514924755844,0.0,EXOSC6;TOE1;INTS14;INTS7;EXOSC5;INTS9;INTS6L;INTS5;EXOSC3;EXOSC7;INTS12;EXOSC9;EXOSC8
Regulation of Establishment or Maintenance of Cell Polarity (GO:0032878),0.03696735132956576,-0.6376229249290755,-1.77364467782196,0.0,PLEKHG3;FYCO1;KANK1;RIPOR2;KIF20B;ROCK2;KRIT1;ROCK1;LLGL2;RACK1
Regulation of Organelle Assembly (GO:1902115),0.0368886854352636,-0.3868135936593641,-1.7728725066628206,0.0,UBQLN2;STAM;PIKFYVE;RABGAP1;EZR;TBC1D8;TBC1D14;TBC1D16;TBC1D10B;USP6NL;MTOR;TBC1D17;MTMR3;ARHGEF9;EVI5;TBC1D20;ATM;TBC1D24;CEP295;TRAPPC12;RAB11FIP3;STIL;NF2;TSG101;TBC1D19;TBC1D10C;VPS11;TBC1D12;ATG5;TBC1D5;SDCCAG8
Cellular Response to Amino Acid Stimulus (GO:0071230),0.03709255120988716,-0.43633992836279134,-1.7711632510019175,0.0,KLHL22;MAT2A;CASTOR2;CPEB4;SESN3;EP300;CUL3;UBR1;SAMTOR;MTOR;RRAGB;SH3BP4;RPTOR
Regulation of Glycogen Biosynthetic Process (GO:0005979),0.037014194276241565,-0.5249167937738182,-1.7702990108007002,0.0,DYRK2;EPM2AIP1;INSR;GSK3B;GSK3A;PPP1R3B;PPP1R3C;PPP1R3D;INPP5K;IRS1;IGF1;PPP1R3E;SORBS1
Cellular Response to Amino Acid Starvation (GO:0034198),0.036661678140277355,-0.45104087750147354,-1.7694732708012797,0.0,MAP3K5;TRIM32;MAPK1;SESN3;WDR24;MIOS;TFEB;SAMTOR;MTOR;RRAGB;CDPF1;MAPK8;NPRL3;RNF152;IMPACT;ITFG2;DEPDC5;ATXN3;PRKD1;SESN1;WDR59;RRAGD;EIF2AK3;NPRL2;SH3GLB1;GCN1;SEH1L
NLS-bearing Protein Import Into Nucleus (GO:0006607),0.036861915707081264,-0.566398597295705,-1.7658955202814586,0.0,KPNA6;KPNB1;NUP35;KPNA3;KPNA2;RANBP2;MMAB;KPNA5;KPNA1;RGPD3;RGPD5;KPNA4;RGPD4
Regulation of Establishment of Cell Polarity (GO:2000114),0.036517411821968354,-0.6206784280374732,-1.7656633968339237,0.0,PLEKHG3;ARFGEF1;FYCO1;KANK1;RIPOR2;KIF20B;ROCK2;KRIT1;ROCK1
Regulation of Double-Strand Break Repair via Homologous Recombination (GO:0010569),0.03859124014766038,-0.39139627632276314,-1.7550854303816634,0.0,TRRAP;EPC2;ARID2;SETD2;FBH1;TP53BP1;CREBBP;PIAS4;EP400;SMCHD1;YEATS4;RAD51;MAGEF1;ERCC6;EPC1;MEAF6;POLR1B;WDR48;CSNK2A2;KDM1A;FIGNL1;KAT5;CHEK1;RNF8;PPP4R2;RMI2;MRGBP;SENP3;HELQ;MBTD1;PLK1;VPS72
Phosphatidylinositol Dephosphorylation (GO:0046856),0.03929933629715874,-0.5671172486832943,-1.753500503387863,0.0,MTMR12;PTEN;MTMR9;MTMR3;MTMR1;INPP5K;PIP4P2;MTMR4;MTMR6;PIP4P1;SACM1L;MTMR10
Cardiac Muscle Cell Differentiation (GO:0055007),0.04104704633887513,-0.5050399157394735,-1.7512558069682396,0.0,AKAP13;MYOCD;SLC8A1;ALPK3;LRRC10;NKX2-5;SHOX2;IRX3;ALPK2;BMP2
Pulmonary Valve Development (GO:0003177),0.040677253128615,-0.5022714712738401,-1.7505649736455855,0.0,SMAD6;ROBO1;HEY2;BMPR2;ROBO2;TGFB2;HEYL;NOTCH2;RBPJ;SLIT2;NFATC1;TNFRSF1B;JAG1
Positive Regulation of Cholesterol Metabolic Process (GO:0090205),0.04031406336853807,-0.5447991838795854,-1.7505368410190503,0.0,MAPK1;SCAP;KPNB1;MBTPS2;QKI;PAQR3;LDLRAP1;FGF1;PRKAA1
Cell Migration Involved in Sprouting Angiogenesis (GO:0002042),0.04149412104372333,-0.5482194828974013,-1.747706497069478,0.0,CTNND1;PIK3R3;EHD4;FGF13;ROBO1;CRIPTO3;NRP1;SRF;NR4A1;EPHB4;MIA3;GREM1;MICALL1;SLIT2
Vesicle Cytoskeletal Trafficking (GO:0099518),0.04113013752579593,-0.5410628867574899,-1.7454099062175896,0.0,SYT4;TRAK2;TANC2;F8A1;WASL;KIF16B;KIF1A;FBXW11;PAFAH1B1;SLC6A4;KIF5B;TRAK1;NDE1;RAB1A;MYO5A
"RNA Splicing, via Transesterification Reactions (GO:0000375)",0.0407724841560064,-0.5055078710013491,-1.7450898379668651,0.0,PRPF8;SF3B3;SCAF11;SRSF4;PRPF6;SNRNP40;SMNDC1;GEMIN2;PRPF4;DDX23;KHSRP
Regulation of Stem Cell Population Maintenance (GO:2000036),0.04042099722362704,-0.44036752414272107,-1.7426183519154799,0.0,BICRAL;CNOT2;SAP30L;ARID1A;SMARCE1;CNOT1;REST;NCOA3;SAP130;SMARCD1;DPF2;SUDS3;SMARCA4;CNOT3;SMARCC1;BRD9;SMARCB1;ARID4A;ZC3H13;WNT9B;TET1;BCL7B;SMARCA2;RBBP4;ZNF706;BICRA;TAF5L;BCL7A;SS18;SAP30
Positive Regulation of Translational Initiation (GO:0045948),0.040570278103950655,-0.5311854171749184,-1.738203205231845,0.0,KHDRBS1;YTHDF2;LARP1;RPS6KB1;MTOR;DDX3X;YTHDF1;YTHDF3;EIF2B5
Negative Regulation of Stress Fiber Assembly (GO:0051497),0.04071702879986201,-0.4742581337475238,-1.736135453708259,0.0,TJP1;DLC1;PIK3R1;CLASP1;PKN2;CLASP2;WASF2;ARHGAP28;CGNL1;SLTM;INPP5K
mRNA Destabilization (GO:0061157),0.04256386780991953,-0.43562993179226345,-1.7324122894949598,0.0,AGO4;PUM1;AGO2;YTHDF2;DHX36;TUT4;CNOT1;PUM2;CNOT6;ZFP36L2;ALKBH5;ROCK2;GIGYF2;CELF1;DCPS;ROCK1;AGO3;YTHDF1;UPF1;RC3H2;FXR2;DIS3L2;KHSRP;YTHDF3;NT5C3B;TUT7;ZFP36L1;CNOT7;FTO;RC3H1;CNOT8
Positive Regulation by Host of Viral Transcription (GO:0043923),0.04389753566796368,-0.5971472410557176,-1.7259626792948128,0.045454545454545456,ZNF639;CCNT2;DAND5;EP300;SMARCA4;CHD1;SMARCB1;RRP1B;JUN
Rescue of Stalled Ribosome (GO:0072344),0.04568756323266404,-0.4642973355438894,-1.72110822316323,0.0,SAYSD1;LTN1;NEMF;MRPL58;GIGYF2;TCF25;UFL1;SKIC3;MTRES1;RNF14;SKIC2;RACK1;GCN1;UFSP2;MTRFR
Regulation of Spindle Organization (GO:0090224),0.04555031623986144,-0.5284282872652237,-1.7209288384991865,0.02857142857142857,NUMA1;NUP62;DYNC1H1;SASS6;TPX2;CLTC;STIL;BORA;DCTN1;MAP9
Protein K48-linked Ubiquitination (GO:0070936),0.04729780042487645,-0.4137937371805144,-1.715986594488988,0.0,ZNRF1;HUWE1;CDC27;MARCHF6;RNF146;UBE2G1;FBXO38;RNF5;UBR4;KBTBD6;CUL3;UBE2H;KBTBD7;KBTBD2;CDC23;NT5C2;FBXO7;UBR5;UBE2T;BTRC;KLHL3;ANAPC1;UBE2R2;UBE3C;UBE2D3;NEDD4L;UBE3A;UBE2D4;RNF216;CUL1;RNF152;UBE2D2;RNF187;RNF8;UBE2K;RNF115;UBE2E2
Neural Tube Closure (GO:0001843),0.0471497813094399,-0.4968922473360145,-1.7146711781114443,0.0,PRICKLE1;DLC1;VANGL2;LMO4;CELSR1;MTHFR;DVL2;IFT122;PHACTR4;STIL;SKI;TGFB2;SEMA4C
Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),0.04769877282250823,-0.6095268358762566,-1.7126229124030898,0.041666666666666664,GEN1;SKA1;KNL1;CCNB1;DYNC1LI1;TPR;AURKB;INCENP;LCMT1;PRP4K;CDCA8
"Positive Regulation of Gene Expression, Epigenetic (GO:0141137)",0.047549920896224396,-0.38901678017744845,-1.7108177131352553,0.0,KAT7;MYOCD;ARID1A;ARID1B;EP300;SMARCD1;ATAD2;SMARCA4;ATAD2B;ALKBH4;KMT2A;ASH2L;HEMK2;PHF2;KAT8
Activation of GTPase Activity (GO:0090630),0.04740341309476393,-0.4776029165933193,-1.7103934411933877,0.0,SYDE2;SIPA1L1;ARHGAP42;BCR;TSC1;RALGAPB;RALGAPA1;RALGAPA2;MTSS2;ECT2;EPHA1;TBC1D7;RASGRP1;RHOG;TIAM1;CXCL13;SYDE1
Microautophagy (GO:0016237),0.04838979721640227,-0.5417341023777685,-1.7050427487795732,0.0,ATG2B;ATG9A;VPS4A;ATG13;ATG4D;ATG2A;RB1CC1;ATG5
Vitamin Transport (GO:0051180),0.04251931445692487,0.5984977128322391,1.7632593549248348,0.0,NPC1L1;CBLIF;SLC22A1;CD320;SLC2A3;SLC52A1;SLC2A7;FOLR3;SLC2A14;TCN1;AFM;SLC23A1;SLC19A3;TCN2;SLC19A1;ABCD4;SLC35F3;SLC5A6;GC
Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912),0.0363652031539489,0.6236405528218978,1.774348465948943,0.0,IL12A;ULBP2;HLA-E;NCR3;RAET1L;ITGAM;IL12B;HLA-A;RAET1G;SPI1;LAMP1;HLA-G;ULBP1;IL12RB1;HLA-F;NANOS2;HLA-B;KLRK1;HFE;RAET1E;KLRC2;HLA-C;IL23A;CD1D
Glycosphingolipid Catabolic Process (GO:0046479),0.02776979149937916,0.7529860541695051,1.7925071053268684,0.0,LCT;HEXA;SUMF1;NEU4;M6PR;HEXB;ENPP7;GALC;SMPD1
Response to Copper Ion (GO:0046688),0.026910250333922185,0.7360955534558487,1.8050095310886314,0.0,MT1G;IL1A;MT1X;MT2A;MT1A;LOXL2;SNCA;PRNP;MT1H;MT1M;MT4;MT1E;MT1F
Regulation of T Cell Mediated Cytotoxicity (GO:0001914),0.02505158439494257,0.6783529234375938,1.813791120028627,0.0,IL12A;ULBP2;HLA-E;RAET1L;IL12B;HLA-A;RAET1G;HLA-G;ULBP1;IL12RB1;HLA-F;HLA-B;HFE;RAET1E;HLA-C;CEACAM1;IL23A;CD1D
Positive Regulation of T Cell Mediated Cytotoxicity (GO:0001916),0.025455642207764227,0.6853363129516852,1.8162060199510912,0.0,IL12A;ULBP2;HLA-E;RAET1L;IL12B;HLA-A;RAET1G;HLA-G;ULBP1;IL12RB1;HLA-F;HLA-B;HFE;RAET1E;HLA-C;IL23A;CD1D
Hydrogen Peroxide Catabolic Process (GO:0042744),0.025975145109963498,0.6961532871214063,1.8239342728713672,0.0,HBZ;PRDX3;PRDX4;PRDX1;HBQ1;GPX1;HBD;MPO;HBE1;PXDN;HBG1;PRDX2;PRDX5;GPX3
Hydrogen Peroxide Metabolic Process (GO:0042743),0.023031295330834305,0.6721251727413097,1.8339783101278413,0.0,HBZ;PRDX3;PRDX4;SOD1;PRDX1;HBQ1;GPX1;HBD;MPO;MAOB;HBE1;PXDN;APOA4;HBG1;PRDX2;PRDX5;GPX3
Peptide Hormone Processing (GO:0016486),0.020364513766211387,0.7166474890932252,1.84176608322404,0.0,ATP6AP2;CTSL;PCSK7;P4HB;ECE1;CTSZ;MBOAT4;EEF1AKMT4-ECE2;BCHE;PCSK5;ERO1B;SCG5;PCSK6;ENPEP;PCSK4;ACE2;FURIN;BACE2;DPP4;PCSK2
Antigen Processing and Presentation of Endogenous Peptide Antigen (GO:0002483),0.014546081261579559,0.7584030629209081,1.8693226106101926,0.0,ULBP2;B2M;HLA-E;RAET1L;SEC14L3;HLA-A;RAET1G;HLA-G;ULBP1;HLA-F;ERAP1;HLA-B;HFE;RAET1E;HLA-C;SEC14L2;ERAP2
Cellular Response to Copper Ion (GO:0071280),0.012121734384649634,0.7599841058607969,1.8808023750293548,0.0,MT1G;MT1X;MT2A;MT1A;SNCA;PRNP;MT1H;MT1M;MT4;MT1E;MT1F
Response to Cadmium Ion (GO:0046686),0.014546081261579559,0.7755531166213354,1.8952814746818978,0.0,SLC34A1;MT1G;MT1X;MT2A;MT1A;MT1H;MT1M;MT4;MT1E;HAAO;MT1F
Cellular Response to Cadmium Ion (GO:0071276),0.029092162523159118,0.7636773853611759,1.8963864463548799,0.0,MT1G;MT1X;MT2A;MT1A;SLC11A1;MT1H;MT1M;SLC39A8;MT4;MT1E;MT1F
